DataRate,CameraRate,NumFrames,NumMarkers,Units,OrigDataRate,OrigDataStartFrame,OrigNumFrames,,,,,,,,
200,200,26220,7,mm,200,1,26220,,,,,,,,
Frame#,Time,Drone_Left_Front,,Drone_Right_Front,,Drone_Center_Front,,Drone_Center_Back,,Speaker_1,,Speaker_2,,Speaker_3,
Frame,Time,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7
3781,18.9,-630.6764899,-423.0593919,-613.7436556,-389.344277,,,-593.763773,-418.9514284,-818.2882672,-244.451384,-858.1397947,-248.8703417,-767.5555383,-170.4862889
3782,18.905,-632.2518406,-422.6525105,-615.2500145,-389.0292553,,,-595.4162965,-418.7214734,-818.4988195,-242.9990172,-858.4341324,-247.3227273,-767.5667874,-169.224085
3783,18.91,-633.8209003,-422.2402899,-616.7525501,-388.7097906,,,-597.0672018,-418.4842927,-818.701282,-241.5380639,-858.7190427,-245.7686877,-767.5714282,-167.9543561
3784,18.915,-635.3836824,-421.8227511,-618.2524511,-388.3862069,,,-598.7144251,-418.2409891,-818.8957101,-240.068278,-858.9969413,-244.2063923,-767.5683285,-166.6778166
3785,18.92,-636.9402,-421.3999149,-619.7496709,-388.0580008,,,-600.3591534,-417.9914387,-819.0825567,-238.5903984,-859.2669925,-242.6362214,-767.5590271,-165.3937369
3786,18.925,-638.4904663,-420.9718023,-621.2430863,-387.7255608,,,-601.9999569,-417.7374924,-819.2626012,-237.1052835,-859.528811,-241.0586189,-767.5432666,-164.102741
3787,18.93,-640.0344945,-420.5384343,-622.7343446,-387.3897806,,,-603.6371209,-417.4769069,-819.4352682,-235.6135909,-859.7826111,-239.4749861,-767.5214148,-162.8052967
3788,18.935,-641.5722979,-420.0998319,-624.2226933,-387.0475618,,,-605.2713905,-417.2106724,-819.6029449,-234.1132474,-860.0293069,-237.8857287,-767.4929449,-161.5025586
3789,18.94,-643.1038896,-419.6560159,-625.7080815,-386.7002783,,,-606.9015747,-416.9394617,-819.7638565,-232.6069872,-860.2684842,-236.2917128,-767.4582879,-160.1948083
3790,18.945,-644.6292828,-419.2070074,-627.1898628,-386.3490347,,,-608.5289157,-416.6603308,-819.9187655,-231.0959202,-860.5002932,-234.6940955,-767.417958,-158.8826183
3791,18.95,-646.1484908,-418.7528273,-628.6663347,-385.9948762,,,-610.1501077,-416.3751991,-820.0670718,-229.581295,-860.7256152,-233.0916089,-767.3717306,-157.5669417
3792,18.955,-647.6615268,-418.2934964,-630.1392564,-385.6361717,,,-611.7682082,-416.084615,-820.2091913,-228.0641779,-860.9435965,-231.4863363,-767.3187787,-156.2487672
3793,18.96,-649.168404,-417.8290359,-631.6088988,-385.2720743,,,-613.3814414,-415.7899649,-820.3462961,-226.5427116,-861.1563809,-229.8765453,-767.2598645,-154.9293979
3794,18.965,-650.6691356,-417.3594666,-633.0737148,-384.9041221,,,-614.9901997,-415.4900804,-820.4785599,-225.0188416,-861.3641458,-228.2620384,-767.1947137,-153.6095652
3795,18.97,-652.1637347,-416.8848095,-634.5341454,-384.5315774,,,-616.594819,-415.1852015,-820.6064941,-223.4926623,-861.5670764,-226.6447114,-767.1235659,-152.2887113
3796,18.975,-653.6522147,-416.4050855,-635.9902321,-384.1546469,,,-618.1927172,-414.8761098,-820.7295074,-221.9644264,-861.7650775,-225.0252997,-767.0474191,-150.9685377
3797,18.98,-655.1345887,-415.9203157,-637.4403002,-383.7736697,,,-619.7864869,-414.5612343,-820.8485272,-220.4353658,-861.958117,-223.4020941,-766.966625,-149.6485368
3798,18.985,-656.61087,-415.4305208,-638.8862981,-383.389035,,,-621.3746438,-414.239825,-820.962102,-218.9067139,-862.1438323,-221.7789743,-766.879609,-148.3304751
3799,18.99,-658.0810716,-414.935722,-640.3275753,-382.9995697,,,-622.9570033,-413.915076,-821.0705957,-217.3799456,-862.3224359,-220.1569259,-766.7867361,-147.0152963
3800,18.995,-659.545207,-414.4359401,-641.7638053,-382.6061355,,,-624.5339413,-413.5854113,-821.1767047,-215.8515851,-862.4969412,-218.5326382,-766.689143,-145.7027571
