Frame,Time,Drone_Angle,Speaker_Angle
763,5.08,-43.21340303,-41.61621045
764,5.087,-43.09391478,-41.5877479
765,5.093,-43.09587244,-41.5511361
766,5.1,-43.06202267,-41.51256607
767,5.107,-43.04003036,-41.48563263
768,5.113,-43.09227935,-41.45813888
769,5.12,-43.13309297,-41.44543633
770,5.127,-43.00766491,-41.41627736
771,5.133,-43.05572539,-41.37146789
772,5.14,-43.12491535,-41.35310231
773,5.147,-43.18511705,-41.32608687
774,5.153,-43.10931376,-41.28748874
775,5.16,-43.18469441,-41.25937184
776,5.167,-43.1568943,-41.21253307
777,5.173,-43.13416686,-41.17942796
778,5.18,-43.19633686,-41.14788362
779,5.187,-43.27219181,-41.08864977
780,5.193,-43.39466753,-41.03093127
781,5.2,-43.32591652,-40.97009369
782,5.207,-43.33621684,-40.9078013
783,5.213,-43.53161138,-40.85815199
784,5.22,-43.69901746,-40.81129523
785,5.227,-43.40276958,-40.75612219
786,5.233,-43.50561286,-40.69838779
787,5.24,-43.3967939,-40.63802544
788,5.247,-43.46076582,-40.59492327
789,5.253,-43.52412835,-40.54196267
790,5.26,-43.64143504,-40.48505473
791,5.267,-43.6590395,-40.44494819
792,5.273,-43.60922102,-40.38441941
793,5.28,-43.78963338,-40.34047008
794,5.287,-43.92077801,-40.29407266
795,5.293,-43.92676055,-40.25512931
796,5.3,-43.73921223,-40.21002146
797,5.307,-43.81670673,-40.16518374
798,5.313,-43.84287687,-40.10141027
799,5.32,-43.79580116,-40.06391013
800,5.327,-43.77869031,-40.03127839
801,5.333,-43.80661564,-39.98840859
802,5.34,-44.2066251,-39.93144658
803,5.347,-44.18725955,-39.88021254
804,5.353,-44.20678595,-39.84128169
805,5.36,-44.2673624,-39.79638281
806,5.367,-44.18532431,-39.74419931
807,5.373,-44.31981695,-39.70019276
808,5.38,-44.35700371,-39.65986378
809,5.387,-44.36782399,-39.61719098
810,5.393,-44.3705511,-39.58989375
811,5.4,-44.44626603,-39.5486815
812,5.407,-44.49569108,-39.51074693
813,5.413,-44.41745775,-39.49078416
814,5.42,-44.4113372,-39.47921786
815,5.427,-44.41342524,-39.49449415
816,5.433,-44.41833078,-39.51825953
817,5.44,-44.32656055,-39.54478097
818,5.447,-44.32456196,-39.59205093
819,5.453,-44.30914915,-39.64121971
820,5.46,-44.31172,-39.6909524
821,5.467,-44.37063487,-39.73933789
822,5.473,-44.41095247,-39.77467518
823,5.48,-44.36347507,-39.82270937
824,5.487,-44.41229953,-39.85972066
825,5.493,-44.5464232,-39.88959169
826,5.5,-44.4430682,-39.89374895
827,5.507,-44.39947281,-39.91861315
828,5.513,-44.28993793,-39.92660156
829,5.52,-44.44798952,-39.93496009
830,5.527,-44.46459899,-39.97602801
831,5.533,-44.34552434,-39.99690481
832,5.54,-44.45419658,-40.02197117
833,5.547,-44.50639548,-40.04053792
834,5.553,-44.5594423,-40.06978714
835,5.56,-44.50190456,-40.0898052
836,5.567,-44.59876449,-40.11657717
837,5.573,-44.61064047,-40.14474432
838,5.58,-44.64014774,-40.17126534
839,5.587,-44.39801597,-40.20973048
840,5.593,-44.39183929,-40.25361969
841,5.6,-44.30632896,-40.30315965
842,5.607,-44.39917948,-40.34274514
843,5.613,-44.20328489,-40.39158981
844,5.62,-44.27271421,-40.42270063
845,5.627,-44.38506715,-40.47861769
846,5.633,-44.4353853,-40.52212028
847,5.64,-44.37848593,-40.58950308
848,5.647,-44.04324972,-40.6504349
849,5.653,-44.10628695,-40.71316549
850,5.66,-44.1945202,-40.77395963
851,5.667,-44.23923109,-40.85644461
852,5.673,-44.15726266,-40.91525137
853,5.68,-44.31844219,-40.98610902
854,5.687,-44.57721302,-41.0676936
855,5.693,-44.4111188,-41.15199096
856,5.7,-44.5040663,-41.23925463
857,5.707,-44.2494042,-41.32470399
858,5.713,-44.18210921,-41.41217723
859,5.72,-44.22693889,-41.49700769
860,5.727,-44.10454819,-41.5986783
861,5.733,-44.17881598,-41.68733961
862,5.74,-44.31270675,-41.78375791
863,5.747,-44.22357998,-41.88622495
864,5.753,-44.38106366,-41.97473969
865,5.76,-44.45105154,-42.05516134
866,5.767,-44.44937296,-42.14449774
867,5.773,-44.45231781,-42.23937717
868,5.78,-44.50823022,-42.32175788
869,5.787,-44.58930347,-42.41506356
870,5.793,-44.26722991,-42.48239994
871,5.8,-44.28754183,-42.5624958
872,5.807,-44.39411356,-42.64625651
873,5.813,-44.44292262,-42.73786477
874,5.82,-44.32585264,-42.81098332
875,5.827,-44.37594361,-42.89411403
876,5.833,-44.35257303,-42.96426826
877,5.84,-44.2583044,-43.04740942
878,5.847,-44.36288124,-43.11253604
879,5.853,-44.32757084,-43.19448261
880,5.86,-44.31675714,-43.28718927
881,5.867,-44.39317053,-43.37292311
882,5.873,-44.34481262,-43.46357166
883,5.88,-44.40842925,-43.55852168
884,5.887,-44.39262703,-43.64141336
885,5.893,-44.22652847,-43.73336348
886,5.9,-44.2695415,-43.83134388
887,5.907,-44.35640571,-43.92760844
888,5.913,-44.60168536,-44.04035987
889,5.92,-44.33763583,-44.13735725
890,5.927,-44.37551186,-44.23699306
891,5.933,-44.46577259,-44.3449628
892,5.94,-44.27291683,-44.45011169
893,5.947,-44.19476139,-44.54822066
894,5.953,-44.42019582,-44.65652515
895,5.96,-44.4596633,-44.75243124
896,5.967,-44.32001763,-44.85875952
897,5.973,-44.08405367,-44.96842963
898,5.98,-44.24941442,-45.05509999
899,5.987,-44.17233177,-45.16047304
900,5.993,-44.05717158,-45.25068541
901,6,-43.99300388,-45.34669798
902,6.007,-44.12582457,-45.46539108
903,6.013,-44.24380484,-45.57107908
904,6.02,-44.24081632,-45.68397274
905,6.027,-43.99063443,-45.8015669
906,6.033,-44.0017482,-45.92239568
907,6.04,-43.970042,-46.03893483
908,6.047,-43.90549207,-46.1603705
909,6.053,-43.97907315,-46.28759204
910,6.06,-44.12511161,-46.41828845
911,6.067,-44.08610124,-46.55143409
912,6.073,-43.70112703,-46.6763583
913,6.08,-43.98458716,-46.81993294
914,6.087,-43.81790406,-46.94840536
915,6.093,-43.80854966,-47.06997904
916,6.1,-43.78659262,-47.20408495
917,6.107,-43.79481411,-47.32400843
918,6.113,-43.82389684,-47.45068145
919,6.12,-43.8430666,-47.58497155
920,6.127,-43.92297356,-47.70756706
921,6.133,-43.51267886,-47.85017934
922,6.14,-43.6587047,-47.99377847
923,6.147,-43.80691701,-48.11957945
924,6.153,-43.93566089,-48.2558262
925,6.16,-44.12066638,-48.38367649
926,6.167,-44.13109892,-48.52900921
927,6.173,-44.13583014,-48.65668057
928,6.18,-44.34067118,-48.79637438
929,6.187,-44.39536693,-48.93846762
930,6.193,-44.30785143,-49.07847774
931,6.2,-44.40341855,-49.22674506
932,6.207,-44.20115854,-49.39069251
933,6.213,-44.04078385,-49.54308447
934,6.22,-44.20650094,-49.70713379
935,6.227,-44.14328593,-49.8772255
936,6.233,-44.34295827,-50.04277811
937,6.24,-44.25083857,-50.22230814
938,6.247,-44.16667806,-50.39999578
939,6.253,-44.30084632,-50.5752191
940,6.26,-44.28804039,-50.7576877
941,6.267,-44.10955662,-50.93794499
942,6.273,-44.28864855,-51.11919477
943,6.28,-44.33343767,-51.3130319
944,6.287,-44.24553099,-51.49156177
945,6.293,-44.19549569,-51.69933981
946,6.3,-44.28699602,-51.89078275
947,6.307,-44.32171798,-52.08500635
948,6.313,-44.06677159,-52.27462634
949,6.32,-44.17569724,-52.47360618
950,6.327,-44.09044431,-52.67205137
951,6.333,-43.85136888,-52.85732906
952,6.34,-43.88620245,-53.04310555
953,6.347,-43.96463142,-53.23587278
954,6.353,-43.72614103,-53.42902711
955,6.36,-43.73297081,-53.61025536
956,6.367,-43.68987386,-53.8007917
957,6.373,-43.50664048,-53.97942444
958,6.38,-43.51541448,-54.13706565
959,6.387,-43.56688974,-54.30741788
960,6.393,-43.37530624,-54.4658286
961,6.4,-43.2820026,-54.60950971
962,6.407,-43.28225388,-54.74435398
963,6.413,-43.33608558,-54.86943136
964,6.42,-43.35838698,-54.97885845
965,6.427,-43.36298249,-55.08644477
966,6.433,-43.46862836,-55.19189893
967,6.44,-43.55809621,-55.28709397
968,6.447,-43.51467872,-55.38814196
969,6.453,-43.52778371,-55.48688155
970,6.46,-43.52552805,-55.57376469
971,6.467,-43.52678395,-55.665725
972,6.473,-43.36189962,-55.76401599
973,6.48,-43.4273014,-55.85191046
974,6.487,-43.57290039,-55.93624417
975,6.493,-43.36123477,-56.02968407
976,6.5,-43.36277835,-56.12135513
977,6.507,-43.41453216,-56.20537101
978,6.513,-43.46256807,-56.28285635
979,6.52,-43.35408611,-56.3583657
980,6.527,-43.35987941,-56.43524796
981,6.533,-43.39711271,-56.50591541
982,6.54,-43.39164966,-56.59132527
983,6.547,-43.75390889,-56.66300056
984,6.553,-43.69282914,-56.74887169
985,6.56,-43.77229104,-56.82851166
986,6.567,-43.78329549,-56.90709294
987,6.573,-43.87402728,-56.97632194
988,6.58,-43.75380319,-57.03981059
989,6.587,-43.86224881,-57.11105681
990,6.593,-43.92841342,-57.18498936
991,6.6,-43.81001008,-57.27838149
992,6.607,-43.68006568,-57.35189144
993,6.613,-43.69437874,-57.43267592
994,6.62,-43.71292998,-57.49728724
995,6.627,-43.62562673,-57.56169302
996,6.633,-43.65469232,-57.6170061
997,6.64,-43.69956336,-57.67281628
998,6.647,-43.72499178,-57.72982202
999,6.653,-43.72702072,-57.76792537
1000,6.66,-43.79423174,-57.78793021
1001,6.667,-43.89298013,-57.83096516
1002,6.673,-43.84711573,-57.85725461
1003,6.68,-43.80416541,-57.87609219
1004,6.687,-43.91678208,-57.90686812
1005,6.693,-43.87505938,-57.93283693
1006,6.7,-43.90833526,-57.95869221
1007,6.707,-43.80318674,-57.99357762
1008,6.713,-43.59514828,-58.01705659
1009,6.72,-43.67516735,-58.05470009
1010,6.727,-43.6303403,-58.08036192
1011,6.733,-43.70815605,-58.12755319
1012,6.74,-43.66508225,-58.17036355
1013,6.747,-43.76652929,-58.21636567
1014,6.753,-43.79667238,-58.24446864
1015,6.76,-43.72552271,-58.3143317
1016,6.767,-43.78813936,-58.38016037
1017,6.773,-43.71340016,-58.40807676
1018,6.78,-43.60966287,-58.46588197
1019,6.787,-43.84238212,-58.52440796
1020,6.793,-43.95049499,-58.56543038
1021,6.8,-43.82584851,-58.61906613
1022,6.807,-43.75687798,-58.6751953
1023,6.813,-43.84254197,-58.73521906
1024,6.82,-43.82506736,-58.79664063
1025,6.827,-43.74778598,-58.87821309
1026,6.833,-43.80584639,-58.96049769
1027,6.84,-44.03486145,-59.04506999
1028,6.847,-43.99025238,-59.14012285
1029,6.853,-44.0606384,-59.22414583
1030,6.86,-44.0360581,-59.32492933
1031,6.867,-44.19383928,-59.42971634
1032,6.873,-43.9253323,-59.5161326
1033,6.88,-43.87704932,-59.60269848
1034,6.887,-43.98212271,-59.65922722
1035,6.893,-43.9783383,-59.76100711
1036,6.9,-44.00050992,-59.84570344
1037,6.907,-44.01458638,-59.93876015
1038,6.913,-44.12439395,-60.01922519
1039,6.92,-44.21963913,-60.09174091
1040,6.927,-44.27732041,-60.16982376
1041,6.933,-44.39189677,-60.24490978
1042,6.94,-44.54329263,-60.33198727
1043,6.947,-44.46149515,-60.39847101
1044,6.953,-44.5372636,-60.45889816
1045,6.96,-44.84231167,-60.51470305
1046,6.967,-44.76125766,-60.56760402
1047,6.973,-44.9125817,-60.60701829
1048,6.98,-44.74456958,-60.65710796
1049,6.987,-44.92150561,-60.69426863
1050,6.993,-44.85095104,-60.72720974
1051,7,-44.93653184,-60.74110271
1052,7.007,-44.81309773,-60.77267627
1053,7.013,-44.84385975,-60.81568034
1054,7.02,-44.94886987,-60.83425878
1055,7.027,-44.84803705,-60.8486524
1056,7.033,-44.83640689,-60.88916019
1057,7.04,-44.77962447,-60.91841683
1058,7.047,-44.86138138,-60.94391533
1059,7.053,-44.77820886,-60.97173815
1060,7.06,-44.70121612,-61.00259951
1061,7.067,-44.7027497,-61.0102884
1062,7.073,-44.75947537,-61.03588278
1063,7.08,-44.74981639,-61.05873503
1064,7.087,-44.72164178,-61.07405859
1065,7.093,-44.76663519,-61.08998102
1066,7.1,-44.84340407,-61.11223829
1067,7.107,-44.81984026,-61.11411743
1068,7.113,-44.78533999,-61.13378678
1069,7.12,-44.95323389,-61.15592589
1070,7.127,-45.03875239,-61.1691923
1071,7.133,-44.85111107,-61.18398229
1072,7.14,-44.96399285,-61.19068394
1073,7.147,-44.86419468,-61.1768757
1074,7.153,-44.97225195,-61.18476223
1075,7.16,-45.18684732,-61.17305485
1076,7.167,-44.86236282,-61.15992084
1077,7.173,-45.09568627,-61.13737989
1078,7.18,-45.02700597,-61.12326574
1079,7.187,-45.13149865,-61.0946826
1080,7.193,-45.30771338,-61.05615496
1081,7.2,-45.24046295,-61.0117723
1082,7.207,-45.27950682,-60.94453289
1083,7.213,-45.21104962,-60.88854297
1084,7.22,-45.29746161,-60.81203143
1085,7.227,-45.28613931,-60.74988221
1086,7.233,-45.52736377,-60.66900719
1087,7.24,-45.37400896,-60.58417042
1088,7.247,-45.40810156,-60.51942077
1089,7.253,-45.26252305,-60.43717599
1090,7.26,-45.25134103,-60.37303866
1091,7.267,-45.32837592,-60.30286884
1092,7.273,-45.27962237,-60.23478585
1093,7.28,-45.26051409,-60.18215648
1094,7.287,-45.23850141,-60.10307733
1095,7.293,-45.40406697,-60.03409013
1096,7.3,-45.24505811,-59.95678791
1097,7.307,-45.44420124,-59.8600326
1098,7.313,-45.24363307,-59.76781852
1099,7.32,-45.22333637,-59.67419314
1100,7.327,-45.30427243,-59.56573141
1101,7.333,-44.98346972,-59.44876364
1102,7.34,-45.02345962,-59.32679353
1103,7.347,-44.86269489,-59.19060617
1104,7.353,-44.67094847,-59.05436897
1105,7.36,-44.54497104,-58.91148984
1106,7.367,-44.40146371,-58.78835486
1107,7.373,-44.3127813,-58.66775498
1108,7.38,-44.50313938,-58.55577764
1109,7.387,-44.03590255,-58.4566841
1110,7.393,-44.04894291,-58.36989067
1111,7.4,-43.81914624,-58.30685295
1112,7.407,-43.77814274,-58.24700896
1113,7.413,-43.61725175,-58.21271459
1114,7.42,-43.48732609,-58.17606787
1115,7.427,-43.33912303,-58.17029189
1116,7.433,-43.1201826,-58.15181238
1117,7.44,-42.9940169,-58.16479938
1118,7.447,-42.86762441,-58.16905292
1119,7.453,-42.77678328,-58.16024772
1120,7.46,-42.48411298,-58.1588627
1121,7.467,-42.3722515,-58.15117376
1122,7.473,-42.06480909,-58.14192423
1123,7.48,-41.97482937,-58.12471017
1124,7.487,-41.75757573,-58.11483054
1125,7.493,-41.62796486,-58.10595499
1126,7.5,-41.36356396,-58.09937922
1127,7.507,-41.20840716,-58.10307364
1128,7.513,-41.15339211,-58.09409249
1129,7.52,-41.0199808,-58.08993689
1130,7.527,-40.80500228,-58.10663852
1131,7.533,-40.60405594,-58.11610608
1132,7.54,-40.78373998,-58.10072063
1133,7.547,-40.57708403,-58.11643422
1134,7.553,-40.32538837,-58.11046715
1135,7.56,-40.49540459,-58.12263487
1136,7.567,-40.3684746,-58.12807845
1137,7.573,-39.99552936,-58.13021832
1138,7.58,-40.07290469,-58.14271952
1139,7.587,-39.88575214,-58.15188371
1140,7.593,-39.88240292,-58.13859733
1141,7.6,-39.75747676,-58.16492799
1142,7.607,-39.72091215,-58.16242038
1143,7.613,-39.45499111,-58.1621594
1144,7.62,-39.5121007,-58.15558972
1145,7.627,-39.36306461,-58.13104572
1146,7.633,-39.50058116,-58.13834679
1147,7.64,-39.17616152,-58.15101642
1148,7.647,-39.09720834,-58.14777587
1149,7.653,-39.01448415,-58.15928126
1150,7.66,-38.81920538,-58.14557028
1151,7.667,-38.79634518,-58.13842704
1152,7.673,-38.6151081,-58.12992556
1153,7.68,-38.74472984,-58.13068627
1154,7.687,-38.51881706,-58.11425394
1155,7.693,-38.53521623,-58.11411169
1156,7.7,-38.55336365,-58.11086612
1157,7.707,-38.66553748,-58.12578305
1158,7.713,-38.40676732,-58.12329124
1159,7.72,-38.22210621,-58.12481836
1160,7.727,-38.21684593,-58.13696644
1161,7.733,-38.23614424,-58.14951173
1162,7.74,-38.35402504,-58.16797213
1163,7.747,-37.95822379,-58.18854445
1164,7.753,-37.8750675,-58.19959529
1165,7.76,-37.85704985,-58.20987822
1166,7.767,-37.75175851,-58.22071204
1167,7.773,-37.83343582,-58.23026215
1168,7.78,-37.59108826,-58.23413714
1169,7.787,-37.16910267,-58.25119239
1170,7.793,-37.10971018,-58.25582411
1171,7.8,-37.0186626,-58.26605326
1172,7.807,-36.67582027,-58.24871614
1173,7.813,-36.5090905,-58.24752179
1174,7.82,-36.47519333,-58.23727552
1175,7.827,-36.08401386,-58.22881554
1176,7.833,-35.97461512,-58.21983085
1177,7.84,-35.96831674,-58.21434173
1178,7.847,-35.7113087,-58.21214016
1179,7.853,-35.61968976,-58.20255614
1180,7.86,-35.36541776,-58.17063976
1181,7.867,-35.19032488,-58.163155
1182,7.873,-35.17946594,-58.14589033
1183,7.88,-35.00526278,-58.10748159
1184,7.887,-34.70132696,-58.05455236
1185,7.893,-34.58374427,-58.00627073
1186,7.9,-34.50033185,-57.95089362
1187,7.907,-34.39515114,-57.90678423
1188,7.913,-34.06874317,-57.84193967
1189,7.92,-33.84808215,-57.7871167
1190,7.927,-33.68889857,-57.73840367
1191,7.933,-33.55995791,-57.66874777
1192,7.94,-33.46272193,-57.59507089
1193,7.947,-33.33439797,-57.51734958
1194,7.953,-33.14014637,-57.43053763
1195,7.96,-33.02679518,-57.32982989
1196,7.967,-32.93100438,-57.22724851
1197,7.973,-32.71096045,-57.12765081
1198,7.98,-32.54651072,-56.99690994
1199,7.987,-32.30816646,-56.88156886
1200,7.993,-32.18159738,-56.75307529
1201,8,-32.10089572,-56.60680303
1202,8.007,-31.92962066,-56.49113364
1203,8.013,-31.6792617,-56.34697723
1204,8.02,-31.57261836,-56.22134956
1205,8.027,-31.4388447,-56.11027316
1206,8.033,-31.42838018,-55.97261782
1207,8.04,-31.40093249,-55.85470219
1208,8.047,-31.25324018,-55.74132116
1209,8.053,-31.12458943,-55.6311318
1210,8.06,-31.12426095,-55.52180237
1211,8.067,-30.97309877,-55.41105636
1212,8.073,-30.96774977,-55.30681842
1213,8.08,-30.87555173,-55.2098463
1214,8.087,-30.75780809,-55.13466278
1215,8.093,-30.53278119,-55.04439004
1216,8.1,-30.4925183,-54.9635349
1217,8.107,-30.46597425,-54.8827968
1218,8.113,-30.35545048,-54.79119255
1219,8.12,-30.32214502,-54.69412612
1220,8.127,-30.26195446,-54.64658173
1221,8.133,-30.16787647,-54.55403826
1222,8.14,-30.29242118,-54.46633467
1223,8.147,-30.16720625,-54.34760783
1224,8.153,-30.02661526,-54.26350877
1225,8.16,-29.99129787,-54.16049084
1226,8.167,-29.82127503,-54.06343699
1227,8.173,-29.84886954,-53.94415203
1228,8.18,-29.77699239,-53.82813504
1229,8.187,-29.57888237,-53.71272042
1230,8.193,-29.39685977,-53.60857521
1231,8.2,-29.45846327,-53.45745219
1232,8.207,-29.51626385,-53.33809264
1233,8.213,-29.37952531,-53.19028206
1234,8.22,-29.36450831,-53.03782058
1235,8.227,-29.31219089,-52.9051834
1236,8.233,-29.38819545,-52.73713825
1237,8.24,-29.57178508,-52.53558596
1238,8.247,-29.9160368,-52.37546192
1239,8.253,-30.25143449,-52.20743329
1240,8.26,-30.30701598,-52.03824411
1241,8.267,-30.45759084,-51.86448116
1242,8.273,-30.92790565,-51.69910685
1243,8.28,-31.28709717,-51.53804356
1244,8.287,-31.35456164,-51.35720238
1245,8.293,-31.98475028,-51.18306426
1246,8.3,-32.12968025,-51.00478862
1247,8.307,-32.54936279,-50.81309801
1248,8.313,-32.76379084,-50.63401896
1249,8.32,-33.16357034,-50.46313014
1250,8.327,-33.57035878,-50.27464034
1251,8.333,-33.98012676,-50.09362023
1252,8.34,-34.26128817,-49.89683026
1253,8.347,-34.69012495,-49.69839858
1254,8.353,-35.04942563,-49.50357859
1255,8.36,-35.31738855,-49.30206893
1256,8.367,-35.75251228,-49.12924479
1257,8.373,-36.02507862,-48.94600682
1258,8.38,-36.35134763,-48.76794034
1259,8.387,-36.60651096,-48.59083553
1260,8.393,-37.02452623,-48.41568084
1261,8.4,-37.38364548,-48.24197789
1262,8.407,-37.52397975,-48.06209686
1263,8.413,-37.8385488,-47.91308891
1264,8.42,-38.38247662,-47.75211042
1265,8.427,-38.49834767,-47.62193836
1266,8.433,-38.71350534,-47.4727468
1267,8.44,-39.17226355,-47.33535518
1268,8.447,-39.39858552,-47.19368516
1269,8.453,-39.82132305,-47.07553565
1270,8.46,-39.91907881,-46.95591377
1271,8.467,-40.42959892,-46.84882873
1272,8.473,-40.46223628,-46.76399046
1273,8.48,-40.84709261,-46.65804404
1274,8.487,-41.2844814,-46.566774
1275,8.493,-41.48123905,-46.47546047
1276,8.5,-41.75500567,-46.39458153
1277,8.507,-42.16241571,-46.31245098
1278,8.513,-42.32009939,-46.25657236
1279,8.52,-42.56923723,-46.16914302
1280,8.527,-42.80544092,-46.0757997
1281,8.533,-42.87490454,-46.00422392
1282,8.54,-43.10647627,-45.93081725
1283,8.547,-43.21048853,-45.87346489
1284,8.553,-43.47478362,-45.81208562
1285,8.56,-43.40304847,-45.76922258
1286,8.567,-43.71366974,-45.71833126
1287,8.573,-43.92967277,-45.67537307
1288,8.58,-44.07793342,-45.64611215
1289,8.587,-44.25358811,-45.60574577
1290,8.593,-44.18289111,-45.59712196
1291,8.6,-44.40324184,-45.60004708
1292,8.607,-44.3355763,-45.57693877
1293,8.613,-44.6098068,-45.57899877
1294,8.62,-44.64728303,-45.57136375
1295,8.627,-44.93053186,-45.59203119
1296,8.633,-44.95061105,-45.5939234
1297,8.64,-44.88332017,-45.59736084
1298,8.647,-44.96899263,-45.60882377
1299,8.653,-45.04296536,-45.664892
1300,8.66,-45.15154349,-45.69082431
1301,8.667,-45.13710094,-45.72632136
1302,8.673,-45.19003249,-45.78360345
1303,8.68,-45.16083201,-45.80936825
1304,8.687,-45.04082113,-45.85471645
1305,8.693,-45.29767778,-45.91094192
1306,8.7,-45.13704224,-45.94721203
1307,8.707,-45.07363704,-46.01566703
1308,8.713,-45.13520535,-46.04854969
1309,8.72,-44.93047926,-46.1037857
1310,8.727,-44.91342352,-46.17843204
1311,8.733,-45.04226396,-46.25842207
1312,8.74,-44.7918847,-46.3128674
1313,8.747,-44.81607401,-46.40533825
1314,8.753,-44.70256129,-46.48767928
1315,8.76,-44.46877915,-46.58434138
1316,8.767,-44.3572548,-46.69180643
1317,8.773,-44.3754095,-46.81499932
1318,8.78,-44.1328656,-46.92651062
1319,8.787,-44.03793867,-47.08205291
1320,8.793,-43.97541686,-47.21367884
1321,8.8,-43.90526464,-47.33574874
1322,8.807,-43.67494125,-47.50090936
1323,8.813,-43.66865786,-47.66202893
1324,8.82,-43.61105215,-47.85140698
1325,8.827,-43.61596185,-47.9979306
1326,8.833,-43.46430709,-48.22496457
1327,8.84,-43.24407181,-48.41812445
1328,8.847,-43.22212759,-48.64671815
