DataRate,CameraRate,NumFrames,NumMarkers,Units,OrigDataRate,OrigDataStartFrame,OrigNumFrames,,,,,,,,
200,200,26220,7,mm,200,1,26220,,,,,,,,
Frame#,Time,Drone_Left_Front,,Drone_Right_Front,,Drone_Center_Front,,Drone_Center_Back,,Speaker_1,,Speaker_2,,Speaker_3,
Frame,Time,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7
9649,48.24,120.98193,-1399.25928,134.34258,-1362.41821,,,159.30382,-1389.90076,-171.01514,-1293.65662,-184.61909,-1271.20337,,
9650,48.245,119.78116,-1398.82056,132.38074,-1361.8606,,,157.96719,-1389.47412,-172.3215,-1293.09167,-185.76308,-1270.60632,,
9651,48.25,119.16378,-1398.79187,131.3221,-1361.50415,,,156.7755,-1389.08508,-173.28708,-1292.78699,-186.70502,-1270.23352,,
9652,48.255,117.67267,-1398.49829,130.18871,-1361.15369,,,155.70755,-1388.73987,-174.65991,-1291.96912,-187.77301,-1269.68726,,
9653,48.26,115.83134,-1397.5144,128.68767,-1360.49182,,,154.09929,-1388.03235,-175.4334,-1291.72827,-188.66719,-1269.23828,,
9654,48.265,114.75965,-1397.12561,127.99178,-1360.34399,,,153.07806,-1387.55359,-177.14206,-1290.98059,-189.95398,-1268.83655,,
9655,48.27,114.19783,-1397.18115,126.74469,-1360.01172,,,152.08089,-1387.30225,-177.70189,-1290.77075,-191.03098,-1268.26648,,
9656,48.275,112.10379,-1396.23669,125.48457,-1359.5658,,,150.95718,-1386.98999,-178.96814,-1290.41064,-192.13206,-1267.71411,,
9657,48.28,111.08765,-1395.91528,124.58485,-1359.29895,,,149.77634,-1386.51025,-180.42719,-1289.7981,-193.6248,-1266.81238,,
9658,48.285,110.2617,-1395.76709,123.81519,-1358.80518,,,149.02119,-1386.37805,-181.69128,-1289.15674,-194.50778,-1266.474,,
9659,48.29,108.83121,-1395.5238,121.76074,-1358.19043,,,147.77528,-1386.14905,-182.5918,-1288.87366,-195.49748,-1265.97742,,
9660,48.295,107.81361,-1394.98022,120.84246,-1358.1781,,,146.17744,-1385.78516,-183.72592,-1288.39551,-196.63846,-1265.46204,,
9661,48.3,106.90557,-1394.9353,119.91682,-1358.02368,,,145.26892,-1385.3728,-184.8849,-1287.87695,-197.57018,-1264.9552,,
9662,48.305,105.86917,-1394.81824,118.38058,-1357.55408,,,143.89052,-1385.01819,-186.07942,-1287.32031,-198.51501,-1264.4762,,
9663,48.31,104.44381,-1394.11816,117.34995,-1357.18054,,,142.65663,-1384.62378,-186.95819,-1286.96472,-199.33217,-1264.08118,,
9664,48.315,103.89153,-1394.11072,116.24693,-1356.99573,,,141.77945,-1384.45557,-188.17227,-1286.34497,-200.71265,-1263.59814,,
9665,48.32,102.50229,-1394.13757,114.97857,-1356.71912,,,140.15097,-1383.96472,-189.61781,-1285.5061,-201.68213,-1263.06775,,
9666,48.325,100.89934,-1393.255,113.84145,-1356.37122,,,139.1272,-1383.82312,-190.21541,-1285.27234,-202.82765,-1262.52222,,
9667,48.33,100.00618,-1393.14014,112.47711,-1355.85339,,,137.76476,-1383.26904,-190.69131,-1285.07397,-203.8679,-1261.97742,,
9668,48.335,97.57181,-1392.14539,111.42503,-1355.67957,,,136.70122,-1383.05212,-192.48677,-1284.23999,-204.84633,-1261.53381,,
9669,48.34,97.06882,-1392.28174,110.11755,-1355.43774,,,135.43401,-1382.75513,-193.14357,-1283.94421,-205.90224,-1261.01575,,
9670,48.345,96.15348,-1392.0907,109.106,-1355.13647,,,134.06604,-1382.37244,-194.60498,-1283.33179,-206.95116,-1260.46326,,
9671,48.35,95.08903,-1392.09656,108.07468,-1354.8479,,,133.29213,-1382.23022,-195.75104,-1282.755,-207.98158,-1259.97925,,
9672,48.355,93.72591,-1391.50464,106.51739,-1354.6438,,,132.25307,-1382.0387,-196.14397,-1282.78369,-209.27509,-1259.19067,,
9673,48.36,92.5274,-1391.21667,105.0985,-1354.28113,,,130.8324,-1381.87183,-197.68275,-1281.84595,-210.18672,-1258.77026,,
9674,48.365,92.02714,-1391.73206,104.10632,-1354.15283,,,129.47249,-1381.40247,-198.57855,-1281.43164,-211.1665,-1258.33325,,
9675,48.37,90.28634,-1391.19104,102.97324,-1354.00598,,,128.01753,-1381.23035,-199.50357,-1280.76404,-212.24895,-1257.81458,,
9676,48.375,88.17358,-1390.24268,101.42606,-1353.53125,,,126.73055,-1380.73486,-200.73575,-1280.04565,-213.05217,-1257.4137,,
9677,48.38,87.44854,-1390.30273,100.60893,-1353.34741,,,125.61952,-1380.63367,-202.1866,-1279.36084,-213.87871,-1256.96619,,
9678,48.385,86.60258,-1390.48364,99.17352,-1353.08435,,,124.43015,-1380.42139,-202.83983,-1279.0011,-215.20648,-1256.40967,,
9679,48.39,85.36075,-1390.41626,97.85142,-1352.82434,,,123.55859,-1380.31128,-203.48323,-1278.6615,-216.11665,-1256.03064,,
9680,48.395,83.51461,-1389.47424,97.05573,-1352.86804,,,122.26814,-1379.97742,-204.91525,-1278.20361,-217.2104,-1255.50317,,
9681,48.4,82.14162,-1389.18005,95.49089,-1352.56226,,,121.26773,-1380.08496,-205.73062,-1277.89465,-218.65715,-1254.63611,,
9682,48.405,81.12938,-1389.46704,94.29611,-1352.41064,,,119.80849,-1379.79041,-206.79015,-1277.28394,-219.45004,-1254.24475,,
9683,48.41,80.38319,-1389.37048,92.71989,-1352.13159,,,118.17216,-1379.57825,-207.14532,-1277.27173,-220.44209,-1253.76465,,
9684,48.415,78.66139,-1388.76624,91.38737,-1351.86963,,,117.26831,-1379.41199,-208.30031,-1276.73877,-221.37843,-1253.3429,,
9685,48.42,77.61562,-1388.68811,90.30509,-1351.901,,,115.8332,-1379.23889,-209.86887,-1275.70081,-222.33163,-1252.77197,,
9686,48.425,76.72669,-1388.85815,89.00805,-1351.61157,,,114.38297,-1378.93054,-210.69272,-1275.27649,-223.16118,-1252.34338,,
9687,48.43,75.95518,-1388.96521,87.85014,-1351.55249,,,113.40982,-1379.06812,-211.73764,-1274.76929,-224.06824,-1251.91431,,
9688,48.435,73.58504,-1388.0885,85.92931,-1350.94421,,,111.79026,-1378.7478,-212.32722,-1274.5896,-225.40126,-1251.25635,,
9689,48.44,72.81869,-1388.57654,84.91639,-1350.90979,,,110.10266,-1378.36206,-213.31451,-1274.07458,-226.36234,-1250.83594,,
9690,48.445,70.72647,-1388.047,83.8782,-1351.03809,,,109.16293,-1378.43677,-214.74776,-1273.04309,-227.38248,-1250.22058,,
9691,48.45,69.50394,-1387.52283,82.47809,-1350.81592,,,107.87817,-1378.32678,-215.4451,-1272.63953,-228.49176,-1249.63245,,
9692,48.455,68.25666,-1387.41663,81.33333,-1350.7417,,,106.58432,-1378.16577,-217.33783,-1271.4657,-229.43916,-1249.17957,,
9693,48.46,67.45416,-1387.81897,80.31979,-1350.75525,,,105.24386,-1378.12659,-217.77496,-1271.30457,-230.54326,-1248.55652,,
9694,48.465,66.51562,-1387.79309,78.5863,-1350.4679,,,104.34731,-1378.04993,-218.55814,-1270.74976,-231.64952,-1247.97278,,
9695,48.47,64.84921,-1387.35144,77.07375,-1350.39563,,,102.8313,-1378.07666,-219.89944,-1270.33923,-233.08746,-1247.10107,,
9696,48.475,64.06749,-1387.69861,75.77032,-1350.39246,,,101.0701,-1377.77563,-220.96004,-1269.79785,-233.86035,-1246.6377,,
9697,48.48,62.16182,-1387.60339,74.24198,-1350.01013,,,99.26375,-1377.46008,-221.39902,-1269.66187,-234.95627,-1246.11633,,
9698,48.485,60.50853,-1387.06506,73.19543,-1350.09631,,,97.97669,-1377.33679,-222.51207,-1269.17554,-235.94037,-1245.5863,,
9699,48.49,59.44567,-1387.41406,71.83454,-1350.02563,,,96.87985,-1377.3396,-224.34036,-1267.96484,-236.84097,-1245.14075,,
9700,48.495,57.74522,-1387.31958,70.33301,-1350.01172,,,95.62806,-1377.31128,-225.09142,-1267.39185,-237.96655,-1244.47791,,
9701,48.5,56.06137,-1386.79675,69.22194,-1350.02405,,,94.23221,-1377.22266,-225.69855,-1267.08984,-238.7758,-1244.05225,,
9702,48.505,54.55601,-1386.66382,68.58765,-1350.41956,,,93.42901,-1377.41687,-227.26295,-1266.22827,-240.10324,-1243.37781,,
9703,48.51,52.96649,-1386.48633,65.91274,-1349.89636,,,91.16744,-1377.24243,-227.93884,-1265.7887,-241.10492,-1242.85938,,
9704,48.515,52.4111,-1387.16443,64.98263,-1350.15613,,,89.88379,-1377.1687,-228.71841,-1265.69519,-242.27199,-1242.24695,,
9705,48.52,50.33984,-1386.75952,62.819,-1349.71606,,,88.60368,-1377.24683,-229.82533,-1264.9137,-243.62996,-1241.32813,,
9706,48.525,49.38004,-1387.09204,62.03721,-1350.03955,,,87.16911,-1377.25732,-230.76781,-1264.3678,-244.58357,-1240.81213,,
9707,48.53,48.30755,-1387.1377,60.83282,-1349.95166,,,85.75175,-1377.17664,-231.92409,-1263.86182,-245.62674,-1240.16785,,
9708,48.535,47.06112,-1387.17859,58.89424,-1349.90332,,,84.12525,-1377.25659,-232.93282,-1263.19946,-246.64014,-1239.57727,,
9709,48.54,45.20591,-1387.23315,57.4005,-1349.57361,,,82.09896,-1376.79639,-233.96283,-1262.54407,-247.65581,-1238.90955,,
9710,48.545,43.27558,-1387.09558,56.1272,-1349.73364,,,81.02289,-1377.20386,-235.13319,-1261.6698,-248.53276,-1238.3844,,
9711,48.55,41.83349,-1386.97107,54.80251,-1349.67957,,,79.68957,-1377.1604,-236.17151,-1261.0625,-249.69099,-1237.79004,,
9712,48.555,40.11832,-1386.60132,53.41855,-1349.7738,,,78.16129,-1377.29382,-237.72281,-1259.80969,-250.86754,-1237.04321,,
9713,48.56,38.74586,-1386.63257,52.30513,-1349.85645,,,76.97063,-1377.37854,-238.13118,-1259.56396,-252.00711,-1236.24182,,
9714,48.565,37.19868,-1386.56995,50.69715,-1350.05835,,,75.87054,-1377.69763,-239.34938,-1258.57703,-253.0954,-1235.56079,,
9715,48.57,36.14589,-1386.79382,48.86951,-1349.78772,,,73.89437,-1377.70813,-239.9881,-1258.04688,-254.18068,-1234.86206,,
9716,48.575,34.20193,-1386.79663,47.76817,-1349.88306,,,72.38197,-1377.72717,-241.45287,-1257.02148,-255.20287,-1234.21692,,
9717,48.58,32.36481,-1386.58191,45.88042,-1349.66016,,,70.28101,-1377.57361,-242.18581,-1256.45667,-256.32739,-1233.48926,,
9718,48.585,31.11381,-1386.65259,44.73909,-1349.78906,,,69.11865,-1377.71851,-243.21469,-1255.81604,-257.34955,-1232.78333,,
9719,48.59,29.00174,-1386.45825,43.39137,-1350.01697,,,67.48105,-1377.83301,-244.37305,-1254.95532,-258.68265,-1231.81506,,
9720,48.595,28.06888,-1386.94446,41.78775,-1349.80188,,,66.31192,-1378.08362,-245.48347,-1254.12878,-259.70572,-1231.04407,,
9721,48.6,25.51739,-1386.47717,40.79172,-1350.0918,,,64.75574,-1378.13586,-246.51987,-1253.37878,-260.78363,-1230.32849,,
9722,48.605,24.54691,-1386.66028,38.60505,-1350.0542,,,62.99913,-1378.42822,-247.61356,-1252.73193,-261.78827,-1229.66174,,
9723,48.61,22.78114,-1386.67371,37.28241,-1350.12537,,,61.49481,-1378.59412,-248.53212,-1251.58069,-262.6842,-1229.02747,,
9724,48.615,21.58163,-1386.78076,35.39974,-1350.07507,,,59.88758,-1378.54883,-249.32823,-1250.99768,-263.97305,-1228.24524,,
9725,48.62,20.20145,-1387.02295,34.58553,-1350.41248,,,58.57651,-1378.92212,-250.992,-1249.99927,-265.09366,-1227.42773,,
9726,48.625,18.8733,-1386.70679,32.81915,-1350.30652,,,56.66068,-1378.88513,-251.53217,-1249.55273,-266.22879,-1226.63269,,
9727,48.63,16.21155,-1386.52075,31.35791,-1350.43591,,,55.407,-1379.24707,-252.95506,-1248.71606,-267.41736,-1225.80542,,
9728,48.635,14.48952,-1386.27588,29.29824,-1350.01025,,,53.26699,-1378.92017,-253.96385,-1247.81177,-268.58969,-1224.96021,,
9729,48.64,12.8738,-1386.3147,28.28604,-1350.46912,,,52.13109,-1379.27869,-255.01775,-1247.11084,-269.66873,-1224.24622,,
9730,48.645,11.69388,-1386.76782,26.85318,-1350.39771,,,50.22301,-1379.30481,-256.05765,-1246.20886,-270.66821,-1223.46387,,
9731,48.65,10.10635,-1386.8374,25.19358,-1350.47363,,,49.01446,-1379.59155,-257.12567,-1245.22961,-271.79947,-1222.64331,,
9732,48.655,8.87659,-1386.9696,24.17474,-1350.64856,,,47.80731,-1379.88428,-258.20236,-1244.48108,-273.0159,-1221.78918,,
9733,48.66,7.07238,-1387.14441,22.47435,-1350.82434,,,45.76249,-1380.02808,-259.28687,-1243.50586,-274.07678,-1220.95337,,
9734,48.665,4.90418,-1386.50012,21.04811,-1350.88428,,,44.27095,-1380.16003,-260.38733,-1242.50085,-275.33878,-1220.00354,,
9735,48.67,3.14458,-1386.50098,19.43912,-1350.87659,,,42.03856,-1379.9762,-261.53574,-1241.63806,-276.49536,-1219.14673,,
9736,48.675,1.53938,-1386.49792,17.64931,-1350.74207,,,41.01031,-1380.31384,-262.93457,-1240.41809,-277.68271,-1218.24609,,
9737,48.68,0.41026,-1387.03967,16.4942,-1350.93103,,,39.2892,-1380.35437,-263.59473,-1239.62683,-278.79044,-1217.34631,,
9738,48.685,-1.3109,-1387.00391,14.84189,-1351.0741,,,38.00562,-1380.58325,-265.27457,-1238.42651,-279.99374,-1216.44482,,
9739,48.69,-3.29668,-1386.92188,13.7324,-1351.17151,,,36.55141,-1380.78027,-265.95087,-1237.6521,-281.13223,-1215.62744,,
9740,48.695,-4.86138,-1386.65784,12.72329,-1351.6095,,,34.87092,-1380.99341,-267.68878,-1236.68262,-282.32455,-1214.72778,,
9741,48.7,-6.4342,-1386.62537,10.50581,-1351.45361,,,33.09267,-1381.09924,-268.73251,-1235.83032,-283.58124,-1213.74902,,
9742,48.705,-7.92266,-1387.07019,8.63067,-1351.41541,,,31.64783,-1381.25549,-270.0029,-1234.85217,-284.85669,-1212.87488,,
9743,48.71,-8.57845,-1387.42407,7.24085,-1351.31543,,,29.86567,-1381.31213,-271.07312,-1233.9574,-286.0892,-1211.95862,,
9744,48.715,-10.76669,-1387.4884,5.95826,-1351.69604,,,28.51321,-1381.53003,-272.41391,-1232.99402,-287.36224,-1211.02686,,
9745,48.72,-12.98104,-1386.73438,4.59461,-1351.67505,,,26.81106,-1381.65564,-273.58472,-1232.02954,-288.62625,-1210.17566,,
9746,48.725,-14.80628,-1386.63269,3.19357,-1352.00818,,,24.96398,-1381.53125,-274.86548,-1231.10583,-289.91205,-1209.27295,,
9747,48.73,-15.62936,-1387.23828,1.05702,-1351.60938,,,23.88612,-1381.88989,-276.39706,-1230.00513,-291.24023,-1208.36108,,
9748,48.735,-17.11052,-1387.35596,0.15734,-1351.92004,,,22.12095,-1381.88721,-277.51105,-1229.17822,-292.58118,-1207.43152,,
9749,48.74,-18.94797,-1387.09534,-1.52036,-1352.06396,,,20.76941,-1382.12939,-278.80511,-1228.3512,-294.0242,-1206.42603,,
9750,48.745,-19.96853,-1387.37549,-2.74236,-1351.99463,,,19.47155,-1382.18164,-280.4725,-1227.04565,-295.40521,-1205.46729,,
9751,48.75,-21.97312,-1387.52075,-4.21234,-1352.39014,,,17.72761,-1382.45593,-281.82776,-1226.15784,-296.80902,-1204.61841,,
9752,48.755,-23.18116,-1387.7478,-5.93026,-1352.17859,,,15.82176,-1382.36511,-283.20496,-1225.24011,-298.19885,-1203.64221,,
9753,48.76,-25.42659,-1387.17969,-7.31314,-1352.45068,,,14.03286,-1382.33594,-284.71475,-1224.32568,-299.64496,-1202.75098,,
9754,48.765,-26.97355,-1387.24792,-8.99801,-1352.38232,,,12.71468,-1382.46863,-286.10144,-1223.44055,-301.00363,-1201.84656,,
9755,48.77,-27.82125,-1387.92285,-10.49076,-1352.36108,,,11.47018,-1382.62866,-287.56766,-1222.54651,-302.46988,-1200.88647,,
9756,48.775,-29.28576,-1387.97192,-11.73311,-1352.50854,,,9.60193,-1382.61292,-289.05762,-1221.63184,-303.91321,-1200.04602,,
9757,48.78,-31.87197,-1386.97595,-12.95594,-1352.54846,,,8.70378,-1382.91479,-290.47153,-1220.67212,-305.38406,-1199.02063,,
9758,48.785,-32.72828,-1387.65417,-14.4341,-1352.67554,,,6.88297,-1383.06763,-292.01923,-1219.77234,-306.88531,-1198.06787,,
9759,48.79,-34.2001,-1387.72888,-15.49495,-1352.90015,,,5.42917,-1382.93176,-293.52972,-1218.80945,-308.36023,-1197.13062,,
9760,48.795,-36.26459,-1387.17236,-17.58286,-1352.68994,,,4.19341,-1383.3761,-295.03549,-1217.8584,-309.87338,-1196.16309,,
9761,48.8,-37.19141,-1387.34497,-19.03985,-1352.80005,,,2.24781,-1383.02722,-296.56741,-1216.94312,-311.35883,-1195.15588,,
9762,48.805,-39.07827,-1387.34009,-20.14248,-1352.88428,,,0.90431,-1383.23303,-298.11679,-1215.94714,-312.94623,-1194.23901,,
9763,48.81,-40.32604,-1387.43823,-22.18358,-1352.59131,,,-0.80908,-1383.04907,-299.62872,-1215.04236,-314.40942,-1193.26721,,
9764,48.815,-41.56368,-1387.57458,-23.2922,-1352.65234,,,-1.92795,-1383.28162,-301.18491,-1214.03955,-316.02905,-1192.16467,,
9765,48.82,-43.64726,-1387.09534,-24.7911,-1352.78418,,,-4.10089,-1382.96069,-302.80865,-1213.04883,-317.52454,-1191.19067,,
9766,48.825,-44.47395,-1387.63464,-26.18643,-1352.68506,,,-5.00376,-1383.14551,-304.3493,-1212.03931,-319.15012,-1190.03186,,
9767,48.83,-46.04979,-1387.69824,-27.66447,-1352.49646,,,-6.70929,-1383.01965,-305.99133,-1210.95752,-320.63144,-1189.06738,,
9768,48.835,-47.49137,-1387.32727,-28.7741,-1352.75574,,,-7.8408,-1383.14294,-307.48618,-1209.95569,-322.1008,-1188.01794,,
9769,48.84,-48.4122,-1387.62671,-30.58088,-1352.4469,,,-8.80744,-1383.40356,-309.03415,-1208.8667,-323.57074,-1186.97009,,
9770,48.845,-50.24279,-1387.58521,-31.65728,-1352.57458,,,-11.02707,-1383.27197,-310.63248,-1207.79443,-325.1405,-1185.8208,,
9771,48.85,-52.09724,-1387.30725,-33.16788,-1352.56726,,,-12.33981,-1383.16663,-312.20792,-1206.61353,-326.66302,-1184.63794,,
9772,48.855,-53.27186,-1387.34082,-34.54844,-1352.56689,,,-14.24146,-1382.93408,-313.72964,-1205.4469,-328.10706,-1183.59595,,
9773,48.86,-54.60894,-1387.37598,-36.08173,-1352.3623,,,-15.40448,-1382.91138,-315.22122,-1204.30164,-329.56473,-1182.45508,,
9774,48.865,-56.23887,-1387.05457,-37.7233,-1352.13379,,,-16.63597,-1382.84741,-316.75656,-1203.0863,-331.09421,-1181.16467,,
9775,48.87,-57.62319,-1386.95117,-38.88245,-1352.12537,,,-18.04892,-1382.88684,-318.26321,-1201.88098,-332.55463,-1180.01794,,
9776,48.875,-59.65622,-1386.4613,-39.90158,-1352.15332,,,-19.34079,-1382.77881,-319.7265,-1200.70715,-333.96838,-1178.77942,,
9777,48.88,-60.70115,-1386.42334,-41.32211,-1351.9696,,,-20.28035,-1383.04419,-321.18311,-1199.42798,-335.38843,-1177.6189,,
9778,48.885,-61.78999,-1386.41772,-42.58286,-1351.91565,,,-22.41395,-1382.63013,-322.62,-1198.23779,-336.76682,-1176.44971,,
9779,48.89,-63.3895,-1386.18774,-43.49896,-1351.91028,,,-23.77015,-1382.55371,-324.12567,-1196.95154,-338.19025,-1175.25342,,
9780,48.895,-64.72611,-1385.91211,-45.68621,-1351.60522,,,-25.14911,-1382.40344,-325.47992,-1195.74182,-339.58408,-1173.9458,,
9781,48.9,-65.88322,-1386.11853,-46.74509,-1351.35071,,,-26.4879,-1382.34497,-326.89792,-1194.48315,-341.02649,-1172.59497,,
9782,48.905,-67.26567,-1385.85315,-48.14461,-1351.32764,,,-27.83625,-1382.26953,-328.31339,-1193.22156,-342.3266,-1171.46851,,
9783,48.91,-68.76549,-1385.49866,-49.63039,-1350.94604,,,-29.11313,-1382.03357,-329.68127,-1191.93115,-343.6312,-1170.27136,,
9784,48.915,-70.7747,-1384.95593,-50.59346,-1350.85046,,,-30.99826,-1381.72498,-331.00955,-1190.61584,-344.98761,-1168.93335,,
9785,48.92,-71.7136,-1384.81897,-52.33796,-1350.5835,,,-32.15041,-1381.44641,-332.32288,-1189.29504,-346.30847,-1167.68872,,
9786,48.925,-73.0321,-1384.60278,-53.3842,-1350.34741,,,-33.15045,-1381.33167,-333.60236,-1188.00574,-347.55911,-1166.40662,,
9787,48.93,-74.50553,-1384.31653,-54.94092,-1349.96729,,,-34.42155,-1381.17383,-334.90677,-1186.65283,-348.8562,-1165.16968,,
9788,48.935,-75.39861,-1384.23889,-55.88084,-1349.83337,,,-35.76027,-1380.98169,-336.15985,-1185.2998,-350.10153,-1163.85583,,
9789,48.94,-76.04299,-1384.32458,-57.36494,-1349.45886,,,-36.4888,-1380.99316,-337.44037,-1183.98462,-351.26413,-1162.69214,,
9790,48.945,-78.20907,-1383.73828,-58.46544,-1349.32532,,,-38.65631,-1380.50696,-338.68829,-1182.64197,-352.50131,-1161.4447,,
9791,48.95,-80.74435,-1382.05664,-59.38842,-1349.15894,,,-39.80473,-1380.30847,-339.89383,-1181.30591,-353.76663,-1160.08655,,
9792,48.955,-82.22387,-1381.526,-59.22135,-1347.68213,,,-41.68166,-1379.77991,-341.04147,-1179.93408,-354.87234,-1158.8573,,
9793,48.96,-84.17802,-1380.96167,-61.97503,-1347.78394,,,-42.83826,-1379.46326,-342.22531,-1178.62671,-356.14886,-1157.45483,,
9794,48.965,-84.95109,-1380.8125,-61.64702,-1346.62207,,,-43.76159,-1379.29993,-343.32367,-1177.29175,-357.34787,-1156.15564,,
9795,48.97,-86.22102,-1380.43738,-65.45569,-1348.57996,,,-45.13707,-1379.07202,-344.47876,-1175.90503,-358.4451,-1154.9585,,
9796,48.975,-87.48256,-1380.17444,-65.88554,-1347.99463,,,-46.42158,-1378.66821,-345.59918,-1174.54785,-359.60193,-1153.58032,,
9797,48.98,-88.10095,-1380.15259,-66.79829,-1347.53076,,,-47.06204,-1378.56763,-346.65579,-1173.18091,-360.78937,-1152.28845,,
9798,48.985,-89.19363,-1379.80225,-68.43212,-1347.11682,,,-49.08961,-1377.94617,-347.72894,-1171.81885,-361.81686,-1151.05786,,
9799,48.99,-90.39417,-1379.44568,-69.09581,-1346.66211,,,-50.03584,-1377.83911,-348.78027,-1170.47632,-363.05273,-1149.73926,,
9800,48.995,-91.23354,-1379.45874,-69.63933,-1346.43738,,,-51.76288,-1377.15698,-349.80881,-1169.07544,-364.02371,-1148.46484,,
9801,49,-92.56141,-1378.97095,-72.35757,-1345.09265,,,-52.73473,-1376.98682,-350.85648,-1167.69922,-365.16458,-1147.14343,,
9802,49.005,-94.32475,-1378.36511,-74.05549,-1344.40857,,,-54.28523,-1376.26367,-351.8912,-1166.31433,-366.24319,-1145.80762,,
9803,49.01,-95.36211,-1377.89478,-74.95471,-1344.14758,,,-55.45983,-1375.90662,-352.85275,-1164.97803,-367.27551,-1144.53064,,
9804,49.015,-96.58025,-1377.56287,-76.17348,-1344.73242,,,-56.78909,-1375.61243,-353.89441,-1163.62183,-368.32211,-1143.1936,,
9805,49.02,-98.09676,-1376.93677,-77.35454,-1344.13501,,,-58.10947,-1374.99976,-354.8891,-1162.19592,-369.34106,-1141.89844,,
9806,49.025,-98.94945,-1376.53674,-79.03928,-1342.47437,,,-59.08066,-1374.60352,-355.81622,-1160.85999,-370.36032,-1140.68689,,
9807,49.03,-100.15675,-1376.03455,-79.83556,-1342.1283,,,-60.30038,-1374.1554,-356.77762,-1159.47327,-371.23898,-1139.4209,,
9808,49.035,-101.38668,-1375.49951,-80.82181,-1342.22327,,,-61.23264,-1373.74121,-357.75848,-1158.15454,-372.22437,-1138.16614,,
9809,49.04,-102.37528,-1375.03589,-82.08019,-1341.5282,,,-62.58022,-1373.09705,-358.65167,-1156.76929,-373.13593,-1136.99548,,
9810,49.045,-103.11594,-1374.71167,-82.91325,-1341.1499,,,-63.22716,-1372.93848,-359.57245,-1155.4718,-374.16068,-1135.68567,,
9811,49.05,-105.22726,-1373.76196,-84.48282,-1340.44653,,,-64.7995,-1372.41321,-360.60617,-1154.13745,-375.04395,-1134.44434,,
9812,49.055,-106.19311,-1373.27014,-85.22203,-1340.047,,,-66.14245,-1371.80688,-361.474,-1152.82959,-376.01349,-1133.28528,,
9813,49.06,-107.39528,-1372.69775,-86.12588,-1339.63074,,,-67.20616,-1371.30164,-362.38684,-1151.5575,-376.98434,-1132.12402,,
9814,49.065,-109.50505,-1371.76099,-87.69321,-1339.00525,,,-69.01447,-1370.33789,-363.29926,-1150.32104,-377.80325,-1130.95496,,
9815,49.07,-109.72822,-1371.54834,-88.77267,-1338.45691,,,-69.8064,-1369.98254,-364.21359,-1149.04688,-378.70627,-1129.81079,,
9816,49.075,-111.05137,-1370.85864,-90.03474,-1337.80737,,,-70.88685,-1369.42432,-365.04764,-1147.88708,-379.56116,-1128.60352,,
9817,49.08,-112.21252,-1370.2041,-91.64476,-1336.95313,,,-71.9599,-1368.81946,-365.99335,-1146.63184,-380.4772,-1127.45898,,
9818,49.085,-113.58443,-1369.42786,-92.35338,-1336.34521,,,-72.90295,-1368.3783,-366.87518,-1145.44226,-381.36438,-1126.31519,,
9819,49.09,-114.48449,-1369.09082,-93.09634,-1336.04553,,,-73.73792,-1367.85608,-367.73804,-1144.26685,-382.12787,-1125.26282,,
9820,49.095,-115.55488,-1368.36548,-94.53238,-1335.12598,,,-75.30276,-1367.27869,-368.57523,-1143.08643,-383.03683,-1124.07324,,
9821,49.1,-116.42978,-1367.79004,-95.56946,-1334.54456,,,-76.47782,-1366.6394,-369.40472,-1141.95886,-383.85968,-1122.8634,,
9822,49.105,-117.64826,-1367.16394,-96.26839,-1334.02979,,,-77.6434,-1366.03162,-370.30597,-1140.81482,-384.66122,-1121.83472,,
9823,49.11,-118.2776,-1366.66541,-97.82231,-1333.31714,,,-78.68853,-1365.38147,-371.08194,-1139.65002,-385.59238,-1120.67725,,
9824,49.115,-119.44173,-1365.7821,-98.86356,-1332.65222,,,-79.86015,-1364.79565,-371.88919,-1138.54712,-386.35815,-1119.61975,,
9825,49.12,-121.19302,-1364.79858,-99.84687,-1331.95471,,,-81.10408,-1364.07202,-372.69211,-1137.41858,-387.70432,-1118.11243,,
9826,49.125,-122.31437,-1364.0376,-100.84209,-1331.26685,,,-82.05761,-1363.46094,-373.49088,-1136.36279,-388.45187,-1117.04944,,
9827,49.13,-123.7942,-1363.12781,-101.93795,-1330.4668,,,-83.23898,-1362.78247,-374.26416,-1135.26184,-389.22644,-1115.90833,,
9828,49.135,-124.62695,-1362.4425,-102.79794,-1329.81885,,,-84.90229,-1361.84277,-375.08774,-1134.12805,-389.97223,-1114.88257,,
9829,49.14,-125.76685,-1361.60278,-103.71835,-1329.02161,,,-85.75258,-1361.11609,-375.81659,-1133.04614,-390.70129,-1113.78821,,
9830,49.145,-126.58123,-1360.79858,-104.71155,-1328.26892,,,-86.74056,-1360.50208,-376.60678,-1131.98267,-391.45328,-1112.70117,,
9831,49.15,-127.8114,-1359.83557,-105.73568,-1327.4198,,,-87.75972,-1359.85938,-377.36996,-1130.85242,-392.27109,-1111.62573,,
9832,49.155,-128.58382,-1359.05615,-106.49447,-1326.66321,,,-88.76287,-1359.17859,-378.08908,-1129.74634,-392.98376,-1110.55603,,
9833,49.16,-129.3826,-1358.16357,-107.66613,-1325.50708,,,-89.50426,-1358.60986,-378.77811,-1128.68726,-393.66663,-1109.39758,,
