Frame,Time,Drone_Angle,Speaker_Angle
1536,10.233,3.965976065,-26.42903244
1537,10.24,4.04166809,-26.48378035
1538,10.247,4.239833859,-26.53647975
1539,10.253,4.13692688,-26.61184417
1540,10.26,4.115383355,-26.68833295
1541,10.267,4.051298781,-26.77362211
1542,10.273,3.857159068,-26.8485582
1543,10.28,4.033563273,-26.92997348
1544,10.287,4.024692702,-27.0155449
1545,10.293,4.063896192,-27.11009329
1546,10.3,4.137857402,-27.22542516
1547,10.307,4.087778921,-27.38756875
1548,10.313,4.098720619,-27.551523
1549,10.32,4.037373414,-27.72564924
1550,10.327,3.97995067,-27.94917433
1551,10.333,3.986996021,-28.19517529
1552,10.34,3.955251638,-28.47117154
1553,10.347,3.896809373,-28.71117133
1554,10.353,3.924824297,-28.98919204
1555,10.36,3.896003601,-29.23178459
1556,10.367,3.942766318,-29.47754382
1557,10.373,4.129426859,-29.67821549
1558,10.38,4.049601706,-29.88733188
1559,10.387,4.031036628,-30.10944497
1560,10.393,4.042320953,-30.30600342
1561,10.4,3.983034793,-30.51994945
1562,10.407,3.988916839,-30.72102058
1563,10.413,4.084816595,-30.92057851
1564,10.42,3.990083378,-31.11673227
1565,10.427,3.925412419,-31.3389181
1566,10.433,4.108749242,-31.51908307
1567,10.44,3.850706725,-31.7073817
1568,10.447,3.900650582,-31.91021793
1569,10.453,4.020999014,-32.05380463
1570,10.46,3.921585783,-32.21859514
1571,10.467,3.967998926,-32.38340663
1572,10.473,3.987046986,-32.53755407
1573,10.48,3.96184012,-32.693421
1574,10.487,3.933467393,-32.85803833
1575,10.493,4.133454101,-33.04096803
1576,10.5,3.906320845,-33.19716632
1577,10.507,3.999626362,-33.38879488
1578,10.513,4.032733462,-33.56659262
1579,10.52,3.971185929,-33.72560547
1580,10.527,3.895482242,-33.90261388
1581,10.533,3.83821758,-34.06556016
1582,10.54,3.916974014,-34.22170703
1583,10.547,3.997764261,-34.38999039
1584,10.553,3.877107046,-34.56499418
1585,10.56,3.954071512,-34.72785391
1586,10.567,3.850231499,-34.87385183
1587,10.573,3.854211531,-35.06263014
1588,10.58,3.923054721,-35.24412171
1589,10.587,3.988467792,-35.43161132
1590,10.593,3.818050541,-35.62310926
1591,10.6,4.111590035,-35.81192025
1592,10.607,3.877985094,-36.00098924
1593,10.613,3.897678607,-36.23225017
1594,10.62,3.729167791,-36.48665181
1595,10.627,3.794190115,-36.74801779
1596,10.633,3.954093221,-37.04334891
1597,10.64,3.795642776,-37.31546391
1598,10.647,3.851493469,-37.61366797
1599,10.653,3.800340599,-37.91007268
1600,10.66,3.681236822,-38.20802166
1601,10.667,3.897243033,-38.50497959
1602,10.673,3.734036348,-38.81007708
1603,10.68,3.770022096,-39.09912278
1604,10.687,3.869420441,-39.392427
1605,10.693,3.8441788,-39.68824379
1606,10.7,3.860536226,-39.97202996
1607,10.707,3.82201355,-40.20210087
1608,10.713,3.940718002,-40.42338262
1609,10.72,3.796961626,-40.66094528
1610,10.727,3.930977153,-40.89894099
1611,10.733,3.825569709,-41.14222364
1612,10.74,3.874409691,-41.38071401
1613,10.747,3.762655917,-41.60881862
1614,10.753,3.584611575,-41.80729229
1615,10.76,3.761870873,-41.98918304
1616,10.767,3.565843036,-42.18306515
1617,10.773,3.637556783,-42.36098265
1618,10.78,3.58806698,-42.49436305
1619,10.787,3.58381194,-42.65511042
1620,10.793,3.70976108,-42.78000976
1621,10.8,3.578484185,-42.89233316
1622,10.807,3.670985384,-43.00693534
1623,10.813,3.525591723,-43.10849491
1624,10.82,3.636871545,-43.21959441
1625,10.827,3.498227195,-43.31759625
1626,10.833,3.555031761,-43.41458748
1627,10.84,3.553003639,-43.51032025
1628,10.847,3.480642757,-43.59856086
1629,10.853,3.66084956,-43.68637171
1630,10.86,3.544550565,-43.78769808
1631,10.867,3.610182178,-43.9229473
1632,10.873,3.5053141,-44.03203755
1633,10.88,3.573636238,-44.16584055
1634,10.887,3.685750751,-44.27151958
1635,10.893,3.571807114,-44.3768249
1636,10.9,3.567485491,-44.50536814
1637,10.907,3.250813362,-44.60337789
1638,10.913,3.092793431,-44.70968077
1639,10.92,2.938336443,-44.80133982
1640,10.927,2.472166402,-44.8991029
1641,10.933,1.942007828,-44.99397749
1642,10.94,1.524471565,-45.10193661
1643,10.947,0.786226555,-45.17996667
1644,10.953,0.155592197,-45.2617754
1645,10.96,-0.537039207,-45.33509779
1646,10.967,-1.188011527,-45.41919814
1647,10.973,-2.08922828,-45.48463281
1648,10.98,-2.975046874,-45.54327019
1649,10.987,-4.414486614,-45.62572724
1650,10.993,-5.780391558,-45.71654964
1651,11,-6.488612519,-45.78845838
1652,11.007,-8.829907888,-45.88458175
1653,11.013,-9.951807311,-45.99184641
1654,11.02,-11.07905908,-46.10260394
1655,11.027,-12.0940304,-46.18159577
1656,11.033,-13.37080821,-46.29784627
1657,11.04,-14.7643624,-46.40841215
1658,11.047,-16.05261446,-46.53389859
1659,11.053,-17.29944809,-46.64944889
1660,11.06,-18.79334349,-46.76255328
1661,11.067,-20.13146425,-46.88705176
1662,11.073,-21.88425141,-47.00350199
1663,11.08,-23.49506098,-47.09797908
1664,11.087,-24.92266483,-47.17865859
1665,11.093,-26.1519002,-47.2996748
1666,11.1,-28.06022103,-47.41066254
1667,11.107,-29.24477948,-47.5503984
1668,11.113,-31.63549169,-47.68107654
1669,11.12,-32.98924778,-47.8408337
1670,11.127,-35.0791759,-47.99753586
1671,11.133,-36.16275401,-48.17016013
1672,11.14,-38.17114508,-48.38610418
1673,11.147,-39.79785028,-48.57470113
1674,11.153,-41.80281664,-48.80460427
1675,11.16,-42.89842834,-49.00286866
1676,11.167,-44.06838792,-49.23564464
1677,11.173,-45.2019425,-49.56077877
1678,11.18,-46.58937835,-49.85394919
1679,11.187,-48.19028427,-50.13487493
1680,11.193,-49.57491829,-50.40971738
1681,11.2,-50.85116128,-50.68953957
1682,11.207,-52.22299309,-50.9753402
1683,11.213,-53.53120392,-51.28461888
1684,11.22,-55.1737344,-51.60346941
1685,11.227,-56.33310363,-51.92572123
1686,11.233,-57.7902616,-52.26767459
1687,11.24,-58.83930811,-52.58118701
1688,11.247,-60.05191476,-52.95051731
1689,11.253,-61.63911516,-53.31368698
1690,11.26,-62.38466281,-53.7006839
1691,11.267,-63.93592321,-54.04979519
1692,11.273,-65.04931791,-54.45214354
1693,11.28,-65.84733508,-54.85603942
1694,11.287,-67.04887185,-55.28850607
1695,11.293,-67.99245514,-55.71095733
1696,11.3,-69.32333071,-56.13776728
1697,11.307,-70.29491489,-56.5766311
1698,11.313,-71.26492025,-57.01848509
1699,11.32,-72.29690402,-57.45509059
1700,11.327,-73.02938371,-57.94073004
1701,11.333,-73.9934593,-58.3614708
1702,11.34,-74.5692404,-58.81853763
1703,11.347,-75.72130802,-59.29215897
1704,11.353,-76.21716101,-59.75609152
1705,11.36,-77.18008017,-60.21133339
1706,11.367,-77.85504138,-60.65965928
1707,11.373,-78.59907,-61.15347832
1708,11.38,-79.07791541,-61.60223327
1709,11.387,-79.91156012,-62.0605942
1710,11.393,-80.09705709,-62.53386135
1711,11.4,-80.96233605,-62.99822659
1712,11.407,-81.33382199,-63.49973489
1713,11.413,-82.14988745,-63.98063983
1714,11.42,-82.67264088,-64.45085082
1715,11.427,-83.13903049,-64.9339086
1716,11.433,-83.84544031,-65.46057996
1717,11.44,-84.16548459,-65.96920296
1718,11.447,-84.49709663,-66.4787137
1719,11.453,-85.10907562,-66.9688093
1720,11.46,-85.70770028,-67.55572496
1721,11.467,-86.28992783,-68.06858732
1722,11.473,-86.18311567,-68.63571837
1723,11.48,-86.80770281,-69.12147083
1724,11.487,-87.1042251,-69.71570375
1725,11.493,-87.32772912,-70.26359281
1726,11.5,-87.68304196,-70.76231322
1727,11.507,-88.03979591,-71.30665769
1728,11.513,-88.44080315,-71.85074338
1729,11.52,-88.57466148,-72.39797867
1730,11.527,-88.84217852,-72.8994934
1731,11.533,-89.04431552,-73.40327322
1732,11.54,-89.27678966,-73.8524425
1733,11.547,-89.23170854,-74.29327105
1734,11.553,-89.85091457,-74.80299792
1735,11.56,-89.72782432,-75.2594534
1736,11.567,-89.9593881,-75.70353011
1737,11.573,-90.2242896,-76.1110477
1738,11.58,-90.17585411,-76.51388209
1739,11.587,-90.35295242,-76.94187043
1740,11.593,-90.43591774,-77.32324058
1741,11.6,-90.71053107,-77.75385422
1742,11.607,-90.7297099,-78.1975117
1743,11.613,-90.68646549,-78.56811628
1744,11.62,-90.8671463,-78.91832355
1745,11.627,-91.03792137,-79.34391074
1746,11.633,-91.18428932,-79.73881564
1747,11.64,-91.20726989,-80.09180276
1748,11.647,-91.18428634,-80.48249715
1749,11.653,-91.43857365,-80.81057472
1750,11.66,-91.50285945,-81.19440487
1751,11.667,-91.58759096,-81.49323583
1752,11.673,-91.71268636,-81.79061763
1753,11.68,-91.71334807,-82.09537106
1754,11.687,-91.5805648,-82.41857563
1755,11.693,-91.81083299,-82.71185561
1756,11.7,-91.80847767,-82.98913704
1757,11.707,-91.59577378,-83.26089886
1758,11.713,-92.04479227,-83.50420766
1759,11.72,-92.13183878,-83.75090174
1760,11.727,-91.9794815,-83.9796447
1761,11.733,-91.94106303,-84.19665387
1762,11.74,-92.10723806,-84.40645856
1763,11.747,-92.01153835,-84.60075415
1764,11.753,-92.17549471,-84.84175478
1765,11.76,-92.11872084,-85.03109091
1766,11.767,-92.27091771,-85.22393926
1767,11.773,-92.18880465,-85.39488023
1768,11.78,-92.07555617,-85.59171917
1769,11.787,-92.41547378,-85.75222843
1770,11.793,-92.25205182,-85.94655474
1771,11.8,-92.31521714,-86.08290793
1772,11.807,-92.43124271,-86.45281175
1773,11.813,-92.25367939,-86.64488433
1774,11.82,-92.36193853,-86.85505866
1775,11.827,-92.36137676,-87.07932085
1776,11.833,-92.42798623,-87.29345958
1777,11.84,-92.37288893,-87.52273141
1778,11.847,-92.24878886,-87.73915035
1779,11.853,-92.46136583,-87.93161446
1780,11.86,-92.4499469,-88.09921372
1781,11.867,-92.57275351,-88.31410847
1782,11.873,-92.4501478,-88.54126065
1783,11.88,-92.47729627,-88.72341806
1784,11.887,-92.61967227,-88.93971031
1785,11.893,-92.56120949,-89.11590417
1786,11.9,-92.56330701,-89.34617038
1787,11.907,-92.67499482,-89.53619869
1788,11.913,-92.72378757,-89.74604833
1789,11.92,-92.80815202,-89.90881223
1790,11.927,-92.80122084,-90.0264299
1791,11.933,-92.67547257,-90.22423098
1792,11.94,-92.91194166,-90.3423172
1793,11.947,-92.70273738,-90.51146345
1794,11.953,-93.0080775,-90.6774207
1795,11.96,-92.64393856,-90.76882523
1796,11.967,-92.69721326,-90.87464194
1797,11.973,-92.6748947,-91.0011507
1798,11.98,-92.94263964,-91.07101782
1799,11.987,-92.8179125,-91.16032814
1800,11.993,-92.75624356,-91.26311178
1801,12,-92.72084375,-91.34597083
1802,12.007,-92.7378173,-91.40011044
1803,12.013,-92.76129481,-91.47620043
1804,12.02,-92.83373375,-91.5144934
1805,12.027,-92.91105012,-91.56074802
1806,12.033,-92.85943563,-91.53895024
1807,12.04,-92.68840361,-91.53647284
1808,12.047,-92.89833418,-91.51136924
1809,12.053,-93.13609941,-91.52586412
1810,12.06,-92.97112653,-91.48261341
1811,12.067,-92.979642,-91.46348883
1812,12.073,-93.05390692,-91.45901007
1813,12.08,-93.07127181,-91.43416775
1814,12.087,-92.93607963,-91.36834339
1815,12.093,-92.98388405,-91.29648641
1816,12.1,-92.98918273,-91.22525961
1817,12.107,-93.17833988,-91.11537477
1818,12.113,-93.05865039,-90.98359482
1819,12.12,-92.94110586,-90.7762509
1820,12.127,-93.04043506,-90.53120493
1821,12.133,-93.21008519,-90.25613891
1822,12.14,-92.92827413,-89.86770929
1823,12.147,-93.04071842,-89.50980075
1824,12.153,-93.18286323,-89.05456729
1825,12.16,-93.09871432,-88.62353675
1826,12.167,-93.01023611,-88.20436919
1827,12.173,-93.28320054,-87.77102388
1828,12.18,-93.16006148,-87.30172038
1829,12.187,-93.2575539,-86.82295729
1830,12.193,-93.33804124,-86.32300063
1831,12.2,-93.02104626,-85.8099851
1832,12.207,-93.27982173,-85.29944669
1833,12.213,-93.27334569,-84.74676904
1834,12.22,-93.15304918,-84.22889292
1835,12.227,-93.06450902,-83.67927093
1836,12.233,-93.15435387,-83.05021533
1837,12.24,-93.04520702,-82.3968724
1838,12.247,-93.10995622,-81.69378842
1839,12.253,-93.17978658,-80.94068321
1840,12.26,-93.00560631,-80.18583178
1841,12.267,-93.23614854,-79.30386492
1842,12.273,-93.13447729,-78.39833479
1843,12.28,-93.16702712,-77.40528719
1844,12.287,-93.27182942,-76.40864799
1845,12.293,-93.33471342,-75.42416312
1846,12.3,-93.1236373,-74.38701003
1847,12.307,-93.2908288,-73.46359703
1848,12.313,-93.21947291,-72.53669971
1849,12.32,-93.15024176,-71.65222927
1850,12.327,-93.34211493,-70.82605527
1851,12.333,-93.1736859,-69.99343862
1852,12.34,-93.24036574,-69.14649421
1853,12.347,-93.04077935,-68.39915486
1854,12.353,-92.98556763,-67.69290963
1855,12.36,-92.94147769,-66.9496848
1856,12.367,-93.14612345,-66.24487797
1857,12.373,-93.25066459,-65.58461635
1858,12.38,-93.17678127,-64.96866162
1859,12.387,-92.95720436,-64.38698096
1860,12.393,-93.01041898,-63.78950838
1861,12.4,-92.70349031,-63.20609294
1862,12.407,-92.90058043,-62.6370846
1863,12.413,-93.06045898,-62.14222787
1864,12.42,-93.35679571,-61.64116029
1865,12.427,-92.97793096,-61.20275022
1866,12.433,-93.00536208,-60.84151582
1867,12.44,-93.01592074,-60.55702781
1868,12.447,-92.9303105,-60.30551273
1869,12.453,-92.91010859,-60.13957234
1870,12.46,-92.96437892,-60.05360674
1871,12.467,-92.82019252,-60.00089394
1872,12.473,-92.64894654,-60.00861312
1873,12.48,-92.64144535,-60.01474275
1874,12.487,-92.64462122,-60.12135169
1875,12.493,-92.57267992,-60.21572257
1876,12.5,-92.4038579,-60.36809717
1877,12.507,-92.45799118,-60.51916587
1878,12.513,-92.61829298,-60.67945703
1879,12.52,-92.32219526,-60.81871525
1880,12.527,-92.32951413,-60.94003356
1881,12.533,-92.51566117,-61.01927878
1882,12.54,-92.41708717,-61.06744273
1883,12.547,-91.94803973,-61.07530786
1884,12.553,-91.925528,-61.01513084
1885,12.56,-92.19154061,-60.93106434
1886,12.567,-91.93768787,-60.75688428
1887,12.573,-92.05814071,-60.55900749
1888,12.58,-92.04525062,-60.34165022
1889,12.587,-91.88426531,-60.05917823
1890,12.593,-91.81188183,-59.78009113
1891,12.6,-91.6541034,-59.46594886
1892,12.607,-91.76270059,-59.11704065
1893,12.613,-91.45011481,-58.74858595
1894,12.62,-91.4589107,-58.36609636
1895,12.627,-91.44702291,-57.99086872
1896,12.633,-91.2299717,-57.63716011
1897,12.64,-91.16654919,-57.25676671
1898,12.647,-90.97318296,-56.88554426
1899,12.653,-90.89928275,-56.56170251
1900,12.66,-90.82669071,-56.22448577
1901,12.667,-90.65589226,-55.88054573
1902,12.673,-90.60847501,-55.54239166
1903,12.68,-90.55494844,-55.18859517
1904,12.687,-90.64164939,-54.83598271
1905,12.693,-90.43821423,-54.47843719
1906,12.7,-90.27936364,-54.14071936
1907,12.707,-90.17132055,-53.79745201
1908,12.713,-90.22063367,-53.45970469
1909,12.72,-90.15828172,-53.1267831
1910,12.727,-90.02663866,-52.87816032
1911,12.733,-89.86166365,-52.64229132
1912,12.74,-89.73015904,-52.46016487
1913,12.747,-89.77837921,-52.34178684
1914,12.753,-89.66432929,-52.2530999
1915,12.76,-89.60147203,-52.19148159
1916,12.767,-89.51952955,-52.12874012
1917,12.773,-89.44349682,-52.03841558
1918,12.78,-89.30050419,-51.94958202
1919,12.787,-89.3775336,-51.806375
1920,12.793,-89.24904369,-51.63786924
1921,12.8,-89.03177129,-51.44130224
1922,12.807,-89.2624547,-51.21783201
1923,12.813,-89.25387004,-50.98320282
1924,12.82,-89.11530312,-50.76458122
1925,12.827,-89.1657516,-50.54489893
1926,12.833,-89.16756344,-50.32915873
1927,12.84,-89.09446258,-50.15260407
1928,12.847,-89.02592994,-49.99581508
1929,12.853,-89.05074592,-49.86117418
1930,12.86,-88.89283778,-49.74398503
1931,12.867,-89.01598946,-49.64941863
1932,12.873,-88.91285979,-49.5759448
1933,12.88,-88.9759289,-49.53028982
1934,12.887,-88.75841762,-49.48342781
1935,12.893,-88.83242405,-49.465584
1936,12.9,-88.78384703,-49.4163279
1937,12.907,-88.7997443,-49.35062169
1938,12.913,-88.82905574,-49.24144729
1939,12.92,-88.9038018,-49.14282162
1940,12.927,-88.74928983,-48.99029095
1941,12.933,-88.81620094,-48.80920951
1942,12.94,-88.95608048,-48.6073435
1943,12.947,-88.83425071,-48.4272218
1944,12.953,-88.83972733,-48.23691289
1945,12.96,-88.89450828,-48.04729458
1946,12.967,-88.870365,-47.85938009
1947,12.973,-88.86617312,-47.69442759
1948,12.98,-88.99588024,-47.51671994
1949,12.987,-88.93728077,-47.34075711
1950,12.993,-89.06406269,-47.14570627
1951,13,-88.89453673,-46.97767523
1952,13.007,-89.07663499,-46.7885622
1953,13.013,-89.1495541,-46.615945
1954,13.02,-89.16198106,-46.44511749
1955,13.027,-89.10811177,-46.24749559
1956,13.033,-89.09276576,-46.05797228
1957,13.04,-89.02183808,-45.87349526
1958,13.047,-89.25612659,-45.67483609
1959,13.053,-89.23317279,-45.4763336
1960,13.06,-89.3334184,-45.27714054
1961,13.067,-89.35156326,-45.09791819
1962,13.073,-89.30537106,-44.90539397
1963,13.08,-89.4561931,-44.72688049
1964,13.087,-89.61559583,-44.57213059
1965,13.093,-89.41847117,-44.41448455
1966,13.1,-89.61292714,-44.30107691
1967,13.107,-89.40176478,-44.1803634
1968,13.113,-89.55847192,-44.0867342
1969,13.12,-89.5902339,-43.94793889
1970,13.127,-89.7567607,-43.8114377
1971,13.133,-89.75472887,-43.69999136
1972,13.14,-89.74500419,-43.55641296
1973,13.147,-89.78077123,-43.43450372
1974,13.153,-89.91766307,-43.26442826
1975,13.16,-89.83466987,-43.11546725
1976,13.167,-90.10940939,-42.95714377
1977,13.173,-89.90638184,-42.81985603
1978,13.18,-90.07690547,-42.66826892
1979,13.187,-90.08183413,-42.52931058
1980,13.193,-90.11058102,-42.35639283
1981,13.2,-89.99809462,-42.21181027
1982,13.207,-89.92544443,-42.06831327
1983,13.213,-90.15715746,-41.95210371
1984,13.22,-90.25442135,-41.83391113
1985,13.227,-90.13990308,-41.7523486
1986,13.233,-90.22491847,-41.64949627
1987,13.24,-90.24614553,-41.58721484
1988,13.247,-90.40342865,-41.52504525
1989,13.253,-90.31136744,-41.44988816
1990,13.26,-90.36823033,-41.41209708
1991,13.267,-90.22620196,-41.34655638
1992,13.273,-90.44102755,-41.31176369
1993,13.28,-90.35983977,-41.26775806
1994,13.287,-90.46643452,-41.20329901
1995,13.293,-90.42894745,-41.11702646
1996,13.3,-90.5019527,-41.04071387
1997,13.307,-90.62525755,-40.94572266
1998,13.313,-90.61966046,-40.86234727
1999,13.32,-90.60931431,-40.77077722
2000,13.327,-90.57289636,-40.6956185
2001,13.333,-90.72109917,-40.62659995
2002,13.34,-90.8107246,-40.53729912
2003,13.347,-90.83292111,-40.44574747
2004,13.353,-90.82632788,-40.36691621
2005,13.36,-90.92782833,-40.29626655
2006,13.367,-90.99907053,-40.26015861
2007,13.373,-90.89364872,-40.24140281
2008,13.38,-91.0096738,-40.22405875
2009,13.387,-90.91267451,-40.22558582
2010,13.393,-90.84523607,-40.23251943
2011,13.4,-90.79773638,-40.23730671
2012,13.407,-90.87417278,-40.24553205
2013,13.413,-90.83918093,-40.26850652
2014,13.42,-90.9592253,-40.2906546
2015,13.427,-90.83419568,-40.3281426
2016,13.433,-90.98220992,-40.36181249
2017,13.44,-90.86453348,-40.37458027
2018,13.447,-90.94718854,-40.38688545
2019,13.453,-90.99617902,-40.41428907
2020,13.46,-91.12933004,-40.44201186
2021,13.467,-91.25537834,-40.45211578
2022,13.473,-91.27692732,-40.41702708
2023,13.48,-91.23725728,-40.39886174
2024,13.487,-91.16862651,-40.36823109
2025,13.493,-91.13557429,-40.31362768
2026,13.5,-91.09073903,-40.28292099
2027,13.507,-91.16347283,-40.22977876
2028,13.513,-91.04567006,-40.18505051
2029,13.52,-91.15867802,-40.12669111
2030,13.527,-91.19652624,-40.06268617
2031,13.533,-91.34942123,-39.99476259
2032,13.54,-91.22779488,-39.9367387
2033,13.547,-91.22585063,-39.85912955
2034,13.553,-91.11060624,-39.75373746
2035,13.56,-91.24678553,-39.6496391
2036,13.567,-91.25144636,-39.52051072
2037,13.573,-91.22926825,-39.367731
2038,13.58,-91.22630617,-39.24659587
2039,13.587,-91.30907227,-39.12160209
2040,13.593,-91.29203093,-38.9931868
2041,13.6,-91.21692674,-38.86629313
2042,13.607,-91.25527532,-38.72318825
2043,13.613,-91.18298232,-38.59443758
2044,13.62,-91.04067169,-38.4485393
2045,13.627,-91.17107265,-38.31257293
2046,13.633,-91.08278098,-38.16554737
2047,13.64,-91.22343077,-37.99996671
2048,13.647,-91.28632037,-37.84070064
2049,13.653,-91.1616046,-37.71716025
2050,13.66,-91.19079607,-37.55251692
2051,13.667,-90.87270866,-37.41608349
2052,13.673,-91.08106687,-37.3094192
2053,13.68,-91.0377257,-37.14841735
2054,13.687,-91.2111142,-37.01138317
2055,13.693,-91.13196607,-36.89722137
2056,13.7,-91.22673258,-36.7363423
2057,13.707,-91.16128815,-36.62218335
2058,13.713,-91.18450146,-36.49422612
2059,13.72,-91.21298313,-36.3777407
2060,13.727,-91.06197932,-36.30921136
2061,13.733,-90.99355362,-36.25294149
2062,13.74,-90.98759113,-36.22962613
2063,13.747,-90.9451816,-36.21787254
2064,13.753,-90.91389261,-36.21733254
2065,13.76,-90.86732074,-36.26069707
2066,13.767,-90.92426393,-36.29318875
2067,13.773,-90.91414113,-36.35502329
2068,13.78,-90.91255765,-36.40678855
2069,13.787,-90.72979693,-36.44266523
2070,13.793,-90.73451841,-36.47809457
2071,13.8,-90.86861372,-36.49751697
2072,13.807,-90.65644982,-36.51945408
2073,13.813,-90.84326184,-36.53162905
2074,13.82,-90.98402439,-36.50597077
2075,13.827,-90.66029799,-36.48597037
2076,13.833,-90.5939851,-36.43163037
2077,13.84,-90.59763729,-36.35365217
2078,13.847,-90.56997787,-36.27021828
2079,13.853,-90.6966827,-36.19599252
2080,13.86,-90.73241382,-36.10401817
2081,13.867,-90.81290393,-36.00062894
2082,13.873,-90.58431273,-35.91729745
2083,13.88,-90.56022097,-35.84021046
2084,13.887,-90.61998746,-35.77420799
2085,13.893,-90.4767816,-35.6961118
2086,13.9,-90.45203448,-35.63248277
2087,13.907,-90.36633113,-35.52479295
2088,13.913,-90.29517376,-35.42933348
2089,13.92,-90.3402478,-35.26990754
2090,13.927,-90.24840862,-35.10075906
2091,13.933,-90.22659057,-34.94594133
2092,13.94,-90.28935227,-34.75479617
2093,13.947,-90.30257185,-34.56194936
2094,13.953,-90.37461006,-34.34477755
2095,13.96,-90.39316026,-34.15274594
2096,13.967,-90.31764848,-33.94423139
2097,13.973,-90.33431309,-33.7539855
2098,13.98,-90.31165541,-33.59378711
2099,13.987,-90.11092437,-33.44866974
2100,13.993,-90.18979248,-33.31630245
2101,14,-90.18909326,-33.18762887
2102,14.007,-90.23195978,-33.07556154
2103,14.013,-90.20084474,-32.97449843
2104,14.02,-90.14464184,-32.89444787
2105,14.027,-90.07237691,-32.82596255
2106,14.033,-90.23545603,-32.75747622
2107,14.04,-90.06264624,-32.72189075
2108,14.047,-90.19025318,-32.68268067
2109,14.053,-90.23019094,-32.64682092
2110,14.06,-90.09730728,-32.72776104
2111,14.067,-90.01673979,-32.70839807
2112,14.073,-90.20624756,-32.69281545
2113,14.08,-90.11769512,-32.68147679
2114,14.087,-90.2319068,-32.66531425
2115,14.093,-90.15263779,-32.63876222
2116,14.1,-90.10518737,-32.65050527
2117,14.107,-90.14335952,-32.65507136
2118,14.113,-89.94698549,-32.66506427
2119,14.12,-90.00573636,-32.69775422
2120,14.127,-90.04675766,-32.75985955
2121,14.133,-89.8877576,-32.81975873
2122,14.14,-89.94350251,-32.87613682
2123,14.147,-89.85639299,-32.94915441
2124,14.153,-89.92027412,-33.00318144
2125,14.16,-90.00207324,-33.05564457
2126,14.167,-89.90083635,-33.09270673
2127,14.173,-89.88845502,-33.16544159
2128,14.18,-89.87741249,-33.20914044
2129,14.187,-89.96649717,-33.25709769
2130,14.193,-90.18142257,-33.33115575
2131,14.2,-90.03878442,-33.38237604
2132,14.207,-89.99672273,-33.44994583
2133,14.213,-89.9288597,-33.50509385
2134,14.22,-89.85249818,-33.5550304
2135,14.227,-89.9290867,-33.60764341
2136,14.233,-89.86260867,-33.65851111
2137,14.24,-89.92671868,-33.70279221
2138,14.247,-89.88195383,-33.75184441
2139,14.253,-89.9677708,-33.84125035
2140,14.26,-89.92408123,-33.90459894
2141,14.267,-89.93922355,-33.98707838
2142,14.273,-89.96772088,-34.06887299
2143,14.28,-89.86741556,-34.15392538
2144,14.287,-89.94714367,-34.2319403
2145,14.293,-89.8632083,-34.54746732
2146,14.3,-89.97947033,-34.62936903
2147,14.307,-89.9458056,-34.7101489
2148,14.313,-89.9719457,-34.78195439
2149,14.32,-90.0570106,-34.85709428
2150,14.327,-90.09817441,-34.92234577
2151,14.333,-90.1375451,-34.98611682
2152,14.34,-90.04690162,-35.05913352
2153,14.347,-90.16009737,-35.11673941
2154,14.353,-90.17463035,-35.15205319
2155,14.36,-90.0898631,-35.20597456
2156,14.367,-90.09328539,-35.22574547
2157,14.373,-90.07272509,-35.26086945
2158,14.38,-90.08605932,-35.30959814
2159,14.387,-89.95646725,-35.37930075
2160,14.393,-90.00081569,-35.48053781
2161,14.4,-89.98673494,-35.60124767
2162,14.407,-90.83787417,-35.74974984
2163,14.413,-90.79181449,-35.92812739
2164,14.42,-90.55903481,-36.09525486
2165,14.427,-90.39245179,-36.2620499
2166,14.433,-90.20954643,-36.41125714
2167,14.44,-90.31790026,-36.54221614
2168,14.447,-90.14411211,-36.66401532
2169,14.453,-90.21191343,-36.75582222
2170,14.46,-90.07088673,-36.80796809
2171,14.467,-90.07544413,-36.91147204
2172,14.473,-89.91948452,-36.96866631
2173,14.48,-90.04368199,-37.0008079
2174,14.487,-89.96288466,-37.04836348
2175,14.493,-89.86371863,-37.08299923
2176,14.5,-89.84471267,-37.07647836
2177,14.507,-89.88771142,-37.06563019
2178,14.513,-89.98755068,-37.05671267
2179,14.52,-89.83824063,-37.00766556
2180,14.527,-89.95506963,-36.95183063
2181,14.533,-89.85705796,-36.89458523
2182,14.54,-89.9806273,-36.84378549
2183,14.547,-90.00965868,-36.7752565
2184,14.553,-89.94263276,-36.74192644
2185,14.56,-90.00818091,-36.7036285
2186,14.567,-89.84800431,-36.68060423
2187,14.573,-89.84103435,-36.67282449
2188,14.58,-89.86750784,-36.65069512
2189,14.587,-89.88226519,-36.62819108
2190,14.593,-89.73235201,-36.61034148
2191,14.6,-89.81650448,-36.58872792
2192,14.607,-89.99596015,-36.55805076
2193,14.613,-90.03277282,-36.51536562
2194,14.62,-90.05051508,-36.45779742
2195,14.627,-90.07613001,-36.39611509
2196,14.633,-90.08897628,-36.33291833
2197,14.64,-90.17823852,-36.22610098
2198,14.647,-90.15251568,-36.15551036
2199,14.653,-90.25843161,-36.06708502
2200,14.66,-90.40476794,-35.98175401
2201,14.667,-90.44238429,-35.90967583
2202,14.673,-90.55152422,-35.83514062
2203,14.68,-90.56175873,-35.77444385
2204,14.687,-90.42588052,-35.71752037
2205,14.693,-90.51189558,-35.68613922
2206,14.7,-90.41005334,-35.66871391
