DataRate,CameraRate,NumFrames,NumMarkers,Units,OrigDataRate,OrigDataStartFrame,OrigNumFrames,,,,,,,,
114,0.565,230.5133518,200.6308845,247.3620448,220.7824189,,,264.2864831,220.0191806,-207.7355144,-72.39294105,,,,
115,0.57,228.9407324,200.5709056,245.7917808,220.7220571,,,262.7193304,219.956853,-209.553871,-72.15551005,,,,
116,0.575,227.3705505,200.5083111,244.2245982,220.6592278,,,261.1523053,219.8944153,-211.3736409,-71.9235375,,,,
117,0.58,225.8021061,200.4437404,242.6618731,220.5930722,,,259.587782,219.8289688,-213.1915695,-71.7014939,,,,
118,0.585,224.2369844,200.3758568,241.1010067,220.525197,,,258.0255175,219.7610515,-215.0090205,-71.48944425,,,,
119,0.59,222.6736942,200.3052579,239.5425039,220.4557145,,,256.4657791,219.6899871,-216.824372,-71.28846555,,,,
120,0.595,221.1127657,200.2338362,237.9860896,220.383921,,,254.9090788,219.6161751,-218.6374471,-71.0978564,,,,
121,0.6,219.5541498,200.159483,236.4306758,220.309831,,,253.3553956,219.5394402,-220.4490793,-70.9179459,,,,
122,0.605,217.9963585,200.0829884,234.8774811,220.231693,,,251.8040307,219.4612316,-222.2582214,-70.74966975,,,,
123,0.61,216.4404392,200.0053329,233.3275641,220.1523562,,,250.2552749,219.3811355,-224.0667997,-70.59082855,,,,
124,0.615,214.8884934,199.9254864,231.7791095,220.0717127,,,248.7087181,219.2995981,-225.8757169,-70.43952205,,,,
125,0.62,213.3387217,199.8445203,230.2349832,219.988929,,,247.1659039,219.2150516,-227.6871297,-70.29045055,,,,
126,0.625,211.7915444,199.7606845,228.6927948,219.9051645,,,245.6253485,219.1285882,-229.4997685,-70.1436637,,,,
127,0.63,210.2477457,199.6745959,227.1516789,219.8196464,,,244.0869333,219.0403203,-231.3137344,-69.9979626,,,,
128,0.635,208.7067803,199.5866022,225.6139797,219.7310704,,,242.5511983,218.9489345,-233.1280581,-69.8530094,,,,
129,0.64,207.1685445,199.4974104,224.0806291,219.6398954,,,241.0189608,218.8551408,-234.9416199,-69.70897485,,,,
130,0.645,205.6322182,199.4066045,222.5491936,219.5470712,,,239.4898193,218.7582868,-236.7508158,-69.57084245,,,,
131,0.65,204.1007009,199.312341,221.0229169,219.4511008,,,237.9643593,218.6590167,-238.5700902,-69.4191704,,,,
132,0.655,202.5728334,199.2167958,219.4994178,219.3531786,,,236.4403326,218.5566376,-240.3921659,-69.2638179,,,,
133,0.66,201.0472604,199.1194881,217.9788271,219.2534406,,,234.9197289,218.4521072,-242.2141673,-69.1083066,,,,
134,0.665,199.5243908,199.0209792,216.4613733,219.1506226,,,233.4021319,218.3449635,-244.0370551,-68.95125145,,,,
135,0.67,198.0044132,198.9206484,214.9470944,219.0463607,,,231.8886025,218.235782,-245.8637519,-68.7926748,,,,
136,0.675,196.4879367,198.8178774,213.4376223,218.9394895,,,230.3777793,218.1247257,-247.6933619,-68.63709735,,,,
137,0.68,194.9742531,198.7130959,211.9310295,218.8295957,,,228.8711456,218.0105938,-249.5278548,-68.4818127,,,,
138,0.685,193.4647766,198.6060429,210.4284705,218.7176725,,,227.3684491,217.8929254,-251.3663891,-68.32781845,,,,
139,0.69,191.9586338,198.4967582,208.9292386,218.6028615,,,225.8691819,217.7720006,-253.2086822,-68.1761485,,,,
140,0.695,190.4560045,198.3854256,207.4333019,218.4846193,,,224.3739635,217.6490138,-255.0556133,-68.02643885,,,,
141,0.7,188.9572876,198.2721418,205.9406472,218.3653016,,,222.8820572,217.5235617,-256.9078362,-67.8795494,,,,
142,0.705,187.461854,198.1563031,204.4521447,218.2440632,,,221.3934669,217.3962068,-258.762762,-67.7355608,,,,
143,0.71,185.9697806,198.0384366,202.966444,218.120224,,,219.9090152,217.2664463,-260.6215405,-67.59407685,,,,
144,0.715,184.4816968,197.9184356,201.484507,217.9947439,,,218.4282846,217.1340616,-262.4839306,-67.45074315,,,,
145,0.72,182.9985792,197.7954468,200.0073438,217.8658188,,,216.9512904,217.0002629,-264.3497604,-67.3054487,,,,
146,0.725,181.5185998,197.6701123,198.5340928,217.7336367,,,215.4791303,216.8631044,-266.2177237,-67.1606387,,,,
147,0.73,180.0431246,197.5411858,197.0643978,217.5993864,,,214.0104987,216.7236378,-268.0905417,-67.0148257,,,,
148,0.735,178.5712293,197.4098938,195.5997457,217.4621462,,,212.5465267,216.5812643,-269.9678983,-66.864934,,,,
149,0.74,177.1036359,197.2753923,194.1389553,217.3218713,,,211.0875674,216.4350911,-271.8484082,-66.71710875,,,,
150,0.745,175.6406702,197.138167,192.6824026,217.1791564,,,209.6331667,216.2851369,-273.7329761,-66.56636465,,,,
151,0.75,174.1830287,196.9978698,191.2302125,217.0342222,,,208.1827346,216.1326876,-275.6222589,-66.41332875,,,,
152,0.755,172.7277562,196.8545964,189.7826628,216.8849304,,,206.7362125,215.9770349,-277.5148642,-66.262459,,,,
153,0.76,171.2778307,196.7084566,188.3388509,216.7331775,,,205.2944035,215.8184919,-279.4159066,-66.1103102,,,,
154,0.765,169.8325993,196.5580957,186.9004053,216.5787532,,,203.8567854,215.6560886,-281.3254595,-65.95797625,,,,
155,0.77,168.3911143,196.4043301,185.46724,216.4199252,,,202.4231846,215.4905007,-283.2433096,-65.8075612,,,,
156,0.775,166.9534772,196.2486589,184.0385418,216.2574045,,,200.9948933,215.32088,-285.1685997,-65.65782605,,,,
157,0.78,165.5233233,196.087497,182.6143739,216.0913127,,,199.5707179,215.1484056,-287.0995499,-65.5117839,,,,
158,0.785,164.0983246,195.9221147,181.1944828,215.9214875,,,198.150822,214.9714799,-289.0399782,-65.368647,,,,
159,0.79,162.6773328,195.7545317,179.7790425,215.7482034,,,196.73539,214.7913597,-290.9904028,-65.22823675,,,,
160,0.795,161.260374,195.5832454,178.3687634,215.5710712,,,195.3250982,214.6082376,-292.947117,-65.09361465,,,,
161,0.8,159.8476557,195.408668,176.9637282,215.3904812,,,193.9196702,214.4209101,-294.9122008,-64.9642779,,,,
162,0.805,158.4414797,195.2292897,175.5636218,215.2059358,,,192.5183475,214.2296341,-296.8870111,-64.8398044,,,,
163,0.81,157.0400854,195.0460684,174.1678392,215.0171141,,,191.122254,214.0344948,-298.8691967,-64.7219379,,,,
164,0.815,155.643175,194.8585906,172.7772832,214.824017,,,189.7308383,213.8357139,-300.8597293,-64.60930225,,,,
165,0.82,154.2510755,194.6669792,171.3910359,214.6271765,,,188.3445266,213.6322508,-302.8551986,-64.50440005,,,,
166,0.825,152.8634476,194.4713337,170.0101988,214.4258562,,,186.9632218,213.4243435,-304.8557684,-64.4082814,,,,
167,0.83,151.4811178,194.2716582,168.6347077,214.2206499,,,185.586825,213.2127448,-306.8633451,-64.3202814,,,,
168,0.835,150.1042453,194.0678647,167.2636574,214.0118129,,,184.2150166,212.9974191,-308.8775787,-64.24087915,,,,
169,0.84,148.7315352,193.8601984,165.8981496,213.7986426,,,182.8484492,212.7776323,-310.8976214,-64.17132775,,,,
170,0.845,147.3625867,193.649421,164.537862,213.5816051,,,181.4865811,212.5530311,-312.9220418,-64.11233025,,,,
171,0.85,145.9984093,193.4346958,163.183113,213.3594634,,,180.1307191,212.324008,-314.9518828,-64.06304505,,,,
172,0.855,144.6402464,193.2150967,161.833143,213.1328758,,,178.7806646,212.0903238,-316.9877286,-64.0239177,,,,
173,0.86,143.2869871,192.9921795,160.4879828,212.9008341,,,177.4330082,211.8538479,-319.0281278,-63.99467155,,,,
174,0.865,141.9394246,192.7634646,159.1467535,212.6654516,,,176.0898855,211.6141922,-321.0734057,-63.9740103,,,,
175,0.87,140.596592,192.5300459,157.8100201,212.4260318,,,174.7512174,211.3705035,-323.1232779,-63.96199455,,,,
176,0.875,139.2579462,192.2932706,156.4791118,212.1820442,,,173.418838,211.1223798,-325.1793616,-63.9600654,,,,
177,0.88,137.9232617,192.0520745,155.1527559,211.9343649,,,172.0906685,210.8689707,-327.2402587,-63.96741765,,,,
178,0.885,136.5955415,191.8052484,153.83126,211.68255,,,170.7675862,210.6104927,-329.3036689,-63.9866273,,,,
179,0.89,135.2720835,191.5534804,152.514227,211.4268884,,,169.4496627,210.3482741,-331.3728257,-64.0146441,,,,
180,0.895,133.9535573,191.2986101,151.2022035,211.1666358,,,168.1365837,210.0817268,-333.4500373,-64.05256905,,,,
181,0.9,132.6378276,191.0415641,149.8950324,210.9035628,,,166.8289275,209.8112738,-335.5352974,-64.0975761,,,,
182,0.905,131.3283482,190.7801597,148.5930117,210.6365708,,,165.5256708,209.5364025,-337.6283521,-64.15006555,,,,
183,0.91,130.022547,190.5152066,147.2952697,210.3652053,,,164.2250621,209.2580633,-339.7280087,-64.2088687,,,,
184,0.915,128.7214592,190.2451393,146.0028285,210.0888321,,,162.9295518,208.9752214,-341.8386395,-64.27673105,,,,
185,0.92,127.4256109,189.971538,144.7139318,209.8091747,,,161.6379651,208.6885229,-343.9584337,-64.35243885,,,,
186,0.925,126.1336772,189.6936737,143.4302094,209.5259231,,,160.3522493,208.3967945,-346.0904824,-64.4362976,,,,
187,0.93,124.8464583,189.4109197,142.1504862,209.23735,,,159.0700254,208.1017202,-348.2365307,-64.5283766,,,,
188,0.935,123.5647425,189.1243028,140.8757138,208.9452641,,,157.7920032,207.8035747,-350.3966945,-64.6283018,,,,
189,0.94,122.2879989,188.8331087,139.6049983,208.6497506,,,156.5180189,207.5022057,-352.5652432,-64.7411122,,,,
190,0.945,121.0132324,188.5391384,138.3359489,208.3510766,,,155.2492982,207.1972353,-354.748225,-64.8642501,,,,
191,0.95,119.7431038,188.2417507,137.0740188,208.0475118,,,153.9840182,206.8890629,-356.9424723,-65.00144355,,,,
192,0.955,118.4771168,187.9405695,135.8175686,207.7413956,,,152.7239732,206.5756695,-359.149437,-65.1507924,,,,
193,0.96,117.2160353,187.63566,134.5647596,207.4298939,,,151.4691391,206.2581898,-361.3704352,-65.3119985,,,,
194,0.965,115.9591361,187.3261832,133.3152561,207.1147514,,,150.2172732,205.9369259,-363.6010353,-65.4878076,,,,
195,0.97,114.7055561,187.0139504,132.0684173,206.7961972,,,148.9694455,205.6122978,-365.8414604,-65.67518435,,,,
196,0.975,113.4559056,186.6974827,130.828775,206.4742118,,,147.725384,205.2843707,-368.0956742,-65.8709592,,,,
197,0.98,112.2104437,186.3770372,129.5916299,206.1484351,,,146.4850456,204.9544267,-370.3589001,-66.07654525,,,,
198,0.985,110.9697806,186.0532262,128.356072,205.8208405,,,145.2485488,204.6201415,-372.6339545,-66.28751915,,,,
199,0.99,109.7330054,185.7261622,127.1262044,205.4901609,,,144.0168796,204.2828213,-374.9194647,-66.5039152,,,,
200,0.995,108.5000162,185.3963223,125.9007026,205.1547622,,,142.7893808,203.9432281,-377.2162231,-66.72036245,,,,
201,1,107.2699159,185.0638558,124.6805972,204.817025,,,141.5667849,203.5991222,-379.52291,-66.93913005,,,,
202,1.005,106.0429431,184.7280606,123.4640497,204.4756083,,,140.3472615,203.2515158,-381.8396233,-67.15785605,,,,
203,1.01,104.8207913,184.3899869,122.2520033,204.1320348,,,139.1309822,202.9016282,-384.1639037,-67.3775518,,,,
204,1.015,103.6026989,184.0472543,121.0421769,203.7843503,,,137.9183696,202.5492265,-386.4994204,-67.5946784,,,,
205,1.02,102.388134,183.7011684,119.8362717,203.4336845,,,136.7100411,202.1946113,-388.8460624,-67.808239,,,,
206,1.025,101.1769718,183.35253,118.6345015,203.0810593,,,135.5046246,201.8382204,-391.1995841,-68.02756245,,,,
207,1.03,99.9697315,183.0002604,117.4338292,202.7265231,,,134.3024037,201.4798045,-393.5626302,-68.24153035,,,,
208,1.035,98.76504475,182.6466639,116.2376816,202.368828,,,133.1041849,201.1195459,-395.9334876,-68.45422095,,,,
209,1.04,97.5636004,182.2909411,115.0464436,202.0105727,,,131.910495,200.7551001,-398.3149914,-68.66532365,,,,
210,1.045,96.36513145,181.9325835,113.8562704,201.6508704,,,130.7211015,200.3884449,-400.7095557,-68.8745512,,,,
211,1.05,95.1710891,181.5731571,112.6695922,201.2880868,,,129.5343102,200.0190345,-403.1177813,-69.08521225,,,,
212,1.055,93.980019,181.2119005,111.4881872,200.9234531,,,128.3512682,199.6480075,-405.5383015,-69.2973309,,,,
213,1.06,92.79267715,180.8482673,110.3094197,200.5559409,,,127.1702428,199.2746133,-407.9729792,-69.51058835,,,,
214,1.065,91.60935865,180.4823526,109.1327386,200.1877027,,,125.9936419,198.8997964,-410.4227399,-69.72392855,,,,
215,1.07,90.4284615,180.1147624,107.9591177,199.8190832,,,124.8200158,198.5229969,-412.8840135,-69.94107635,,,,
216,1.075,89.250534,179.7460304,106.7880427,199.4482126,,,123.6493324,198.1456055,-415.3573212,-70.16791365,,,,
217,1.08,88.07636495,179.3758616,105.6209664,199.0760394,,,122.4812406,197.7669399,-417.8430699,-70.4047312,,,,
218,1.085,86.90463135,179.0053952,104.4560503,198.7023869,,,121.3173903,197.3868443,-420.3395069,-70.6533269,,,,
219,1.09,85.7359331,178.6337563,103.2948002,198.3283826,,,120.1552463,197.0061969,-422.8474407,-70.9087582,,,,
220,1.095,84.5697569,178.2622472,102.1373147,197.9527296,,,118.9962568,196.6240432,-425.3644316,-71.1779462,,,,
221,1.1,83.4076562,177.8892275,100.9819607,197.5754855,,,117.8394743,196.2415882,-427.8918973,-71.4587746,,,,
222,1.105,82.24821275,177.5160327,99.83031685,197.1995506,,,116.6846357,195.8577949,-430.4302217,-71.7527583,,,,
223,1.11,81.09271165,177.1423389,98.68117135,196.822871,,,115.5335979,195.4731792,-432.9796432,-72.0613403,,,,
